row_id,part,provider,method,path,operationId
b0074,2,github.com,POST,/teams/{team_id}/discussions/{discussion_number}/comments/{comment_number}/reactions,reactions/create-for-team-discussion-comment-legacy
b0075,7,github.com,DELETE,/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id},packages/delete-package-version-for-org
b0076,8,github.com,POST,/teams/{team_id}/discussions/{discussion_number}/comments/{comment_number}/reactions,reactions/create-for-team-discussion-comment
b0077,5,github.com,DELETE,/enterprises/{enterprise}/actions/permissions/organizations/{org_id},enterprise-admin/disable-selected-organization-github-actions-enterprise
b0078,6,github.com,POST,/repos/{owner}/{repo}/merge-upstream,repos/merge-upstream
b0079,3,github.com,POST,/repos/{owner}/{repo}/branches/{branch}/rename,repos/rename-branch
b0080,8,github.com,DELETE,/repos/{owner}/{repo}/hooks/{hook_id},repos/delete-webhook
b0081,8,github.com,POST,/admin/users,enterprise-admin/create-user
b0082,2,github.com,POST,/repos/{owner}/{repo}/pulls/{pull_number}/comments,pulls/create-review-comment-alternative
b0083,5,github.com,PUT,/user/following/{username},users/follow
b0084,1,github.com,DELETE,/repos/{owner}/{repo}/deployments/{deployment_id},repos/delete-deployment
b0085,9,github.com,PATCH,/admin/hooks/{hook_id},enterprise-admin/update-global-webhook
b0086,7,github.com,POST,/orgs/{org}/packages/{package_type}/{package_name}/restore,packages/restore-package-for-org
b0087,5,github.com,DELETE,/orgs/{org}/teams/{team_slug}/external-groups,teams/unlink-external-idp-group-from-team-for-org
b0088,8,github.com,POST,/repos/{owner}/{repo}/pulls/{pull_number}/comments,pulls/create-review-comment
b0089,6,github.com,DELETE,/admin/keys/{key_ids},enterprise-admin/delete-public-key
b0090,4,github.com,PATCH,/repos/{owner}/{repo}/releases/assets/{asset_id},repos/update-release-asset
b0091,6,github.com,PUT,/orgs/{org}/actions/variables/{name}/repositories/{repository_id},actions/add-selected-repo-to-org-variable
b0092,8,github.com,POST,/user/keys,users/create-public-ssh-key-for-authenticated-user
b0093,7,github.com,POST,/orgs/{org}/teams,teams/create
b0094,4,github.com,PUT,/repos/{owner}/{repo}/dependabot/secrets/{secret_name},dependabot/create-or-update-repo-secret
b0095,9,github.com,PATCH,/orgs/{org}/custom_roles/{role_id},orgs/update-custom-role
b0096,2,github.com,DELETE,/enterprises/{enterprise}/actions/runner-groups/{runner_group_id}/organizations/{org_id},enterprise-admin/remove-org-access-to-self-hosted-runner-group-in-enterprise
b0097,1,github.com,DELETE,/applications/{client_id}/grant,apps/delete-authorization
b0098,7,github.com,DELETE,/orgs/{org}/teams/{team_slug},teams/delete-in-org
b0099,7,github.com,POST,/repos/{owner}/{repo}/issues/comments/{comment_id}/reactions,reactions/create-for-issue-comment
b0100,1,github.com,POST,/repositories/{repository_id}/environments/{environment_name}/variables,actions/create-environment-variable
b0101,7,github.com,DELETE,/admin/users/{username},enterprise-admin/delete-user
b0102,9,github.com,DELETE,/repos/{owner}/{repo}/actions/runs/{run_id}/logs,actions/delete-workflow-run-logs
b0103,3,github.com,DELETE,/orgs/{org}/actions/runner-groups/{runner_group_id}/runners/{runner_id},actions/remove-self-hosted-runner-from-group-for-org
b0104,2,github.com,DELETE,/repos/{owner}/{repo}/git/refs/{ref},git/delete-ref
b0105,2,github.com,POST,/projects/columns/{column_id}/cards,projects/create-card
b0106,5,github.com,DELETE,/repos/{owner}/{repo}/issues/{issue_number}/assignees,issues/remove-assignees
b0107,5,github.com,PUT,/orgs/{org}/dependabot/secrets/{secret_name}/repositories/{repository_id},dependabot/add-selected-repo-to-org-secret
b0108,7,github.com,POST,/orgs/{org}/hooks/{hook_id}/deliveries/{delivery_id}/attempts,orgs/redeliver-webhook-delivery
b0109,6,github.com,POST,/repos/{owner}/{repo}/hooks/{hook_id}/tests,repos/test-push-webhook
b0110,1,github.com,DELETE,/applications/{client_id}/grants/{access_token},apps/revoke-grant-for-application
b0111,1,github.com,PUT,/orgs/{org}/public_members/{username},orgs/set-public-membership-for-authenticated-user
b0112,2,github.com,PUT,/repos/{owner}/{repo}/actions/permissions/access,actions/set-workflow-access-to-repository
b0113,8,github.com,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/users,repos/remove-user-access-restrictions
b0114,7,github.com,PUT,/user/blocks/{username},users/block
b0115,6,github.com,PUT,/orgs/{org}/actions/permissions,actions/set-github-actions-permissions-organization
b0116,6,github.com,POST,/user/emails,users/add-email-for-authenticated-user
b0117,5,github.com,PUT,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks/contexts,repos/set-status-check-contexts
b0118,7,github.com,PUT,/scim/v2/Groups/{scim_group_id},enterprise-admin/set-information-for-provisioned-enterprise-group
b0119,1,github.com,DELETE,/orgs/{org}/actions/runner-groups/{runner_group_id}/repositories/{repository_id},actions/remove-repo-access-to-self-hosted-runner-group-in-org
b0120,4,github.com,POST,/setup/api/upgrade,enterprise-admin/upgrade-license
b0121,3,github.com,POST,/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id}/restore,packages/restore-package-version-for-org
b0122,7,github.com,DELETE,/setup/api/settings/authorized-keys,enterprise-admin/remove-authorized-ssh-key
b0123,6,github.com,POST,/repos/{owner}/{repo}/releases/{release_id}/reactions,reactions/create-for-release
b0124,4,github.com,POST,/user/codespaces/{codespace_name}/exports,codespaces/export-for-authenticated-user
b0125,7,github.com,PATCH,/teams/{team_id}/discussions/{discussion_number}/comments/{comment_number},teams/update-discussion-comment
b0126,1,github.com,PATCH,/repos/{owner}/{repo}/actions/cache/usage-policy,actions/set-actions-cache-usage-policy
b0127,1,github.com,POST,/repos/{owner}/{repo}/check-suites/{check_suite_id}/rerequest,checks/rerequest-suite
b0128,4,github.com,PUT,/orgs/{org}/actions/required_workflows/{required_workflow_id}/repositories/{repository_id},actions/add-selected-repo-to-required-workflow
b0129,9,github.com,POST,/admin/pre-receive-environments/{pre_receive_environment_id}/downloads,enterprise-admin/start-pre-receive-environment-download
b0130,4,github.com,PATCH,/orgs/{org}/teams/{team_slug}/team-sync/group-mappings,teams/create-or-update-idp-group-connections-in-org
b0131,3,github.com,PUT,/repos/{owner}/{repo}/actions/permissions/workflow,actions/set-github-actions-default-workflow-permissions-repository
b0132,1,github.com,POST,/repos/{owner}/{repo}/releases/{release_id}/assets,repos/upload-release-asset
b0133,7,github.com,POST,/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments,actions/review-pending-deployments-for-run
b0134,5,github.com,POST,/repos/{owner}/{repo}/transfer,repos/transfer
b0135,3,github.com,PUT,/gists/{gist_id}/star,gists/star
b0136,1,github.com,DELETE,/repos/{owner}/{repo}/issues/comments/{comment_id}/reactions/{reaction_id},reactions/delete-for-issue-comment
b0137,1,github.com,DELETE,/enterprise/announcement,enterprise-admin/remove-announcement
b0138,6,github.com,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions,repos/delete-access-restrictions
b0139,7,github.com,POST,/applications/{client_id}/token/scoped,apps/scope-token
b0140,3,github.com,PATCH,/orgs/{org}/teams/{team_slug}/external-groups,teams/link-external-idp-group-to-team-for-org
b0141,3,github.com,PUT,/scim/v2/organizations/{org}/Users/{scim_user_id},scim/set-information-for-provisioned-user
b0142,9,github.com,PUT,/repos/{owner}/{repo}/collaborators/{username},repos/add-collaborator
b0143,7,github.com,DELETE,/repos/{owner}/{repo}/pulls/{pull_number}/requested_reviewers,pulls/remove-requested-reviewers
b0144,6,github.com,PUT,/orgs/{org}/teams/{team_slug}/repos/{owner}/{repo},teams/add-or-update-repo-permissions-in-org
b0145,1,github.com,POST,/user/codespaces/{codespace_name}/stop,codespaces/stop-for-authenticated-user
b0146,8,github.com,PUT,/user/codespaces/secrets/{secret_name}/repositories/{repository_id},codespaces/add-repository-for-secret-for-authenticated-user
b0147,8,github.com,DELETE,/projects/{project_id},projects/delete
b0148,5,github.com,DELETE,/gists/{gist_id}/star,gists/unstar
b0149,7,github.com,POST,/enterprises/{enterprise}/actions/runners/registration-token,enterprise-admin/create-registration-token-for-enterprise
b0150,4,github.com,POST,/repos/{owner}/{repo}/git/blobs,git/create-blob
b0151,5,microsoft.com,DELETE,/security/attackSimulation/simulations/{simulation-id},security.attackSimulation.DeleteSimulations
b0152,2,microsoft.com,POST,/teams/{team-id}/channels/{channel-id}/messages/{chatMessage-id}/hostedContents,teams.channels.messages.CreateHostedContents
b0153,5,microsoft.com,PATCH,/planner/plans/{plannerPlan-id},planner.UpdatePlans
b0154,7,microsoft.com,PATCH,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1},groups.sites.termStore.groups.sets.terms.UpdateChildren
b0155,6,microsoft.com,DELETE,/sites/{site-id}/lists/{list-id}/contentTypes/{contentType-id},sites.lists.DeleteContentTypes
b0156,5,microsoft.com,DELETE,/groups/{group-id}/calendar/events/{event-id}/exceptionOccurrences/{event-id1}/instances/{event-id2}/multiValueExtendedProperties/{multiValueLegacyExtendedProperty-id},groups.calendar.events.exceptionOccurrences.instances.DeleteMultiValueExtendedProperties
b0157,4,microsoft.com,POST,/compliance/ediscovery/cases/{case-id}/noncustodialDataSources/microsoft.graph.ediscovery.removeHold,compliance.ediscovery.cases.case.noncustodialDataSources.removeHold
b0158,7,microsoft.com,DELETE,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id},groups.sites.termStore.sets.children.DeleteRelations
b0159,3,microsoft.com,DELETE,/sites/{site-id}/informationProtection/threatAssessmentRequests/{threatAssessmentRequest-id}/results/{threatAssessmentResult-id},sites.informationProtection.threatAssessmentRequests.DeleteResults
b0160,5,microsoft.com,PATCH,/drives/{drive-id}/items/{driveItem-id}/workbook/worksheets/{workbookWorksheet-id}/charts/{workbookChart-id}/axes/valueAxis/minorGridlines/format,drives.items.workbook.worksheets.charts.axes.valueAxis.minorGridlines.UpdateFormat
b0161,2,microsoft.com,DELETE,/financials/companies/{company-id}/paymentMethods/{paymentMethod-id},financials.companies.DeletePaymentMethods
b0162,3,microsoft.com,PATCH,/print/reports/authenticationMethods,print.reports.UpdateAuthenticationMethods
b0163,7,microsoft.com,PATCH,/groups/{group-id}/onenote/sectionGroups/{sectionGroup-id},groups.onenote.UpdateSectionGroups
b0164,2,microsoft.com,DELETE,/users/{user-id}/calendars/{calendar-id}/calendarView/{event-id}/instances/{event-id1}/singleValueExtendedProperties/{singleValueLegacyExtendedProperty-id},users.calendars.calendarView.instances.DeleteSingleValueExtendedProperties
b0165,8,microsoft.com,PATCH,/onPremisesPublishingProfiles/{onPremisesPublishingProfile-id}/agentGroups/{onPremisesAgentGroup-id}/publishedResources/{publishedResource-id},onPremisesPublishingProfiles.agentGroups.UpdatePublishedResources
b0166,6,microsoft.com,PATCH,/me/calendar/calendarView/{event-id}/instances/{event-id1}/multiValueExtendedProperties/{multiValueLegacyExtendedProperty-id},me.calendar.calendarView.instances.UpdateMultiValueExtendedProperties
b0167,2,microsoft.com,PATCH,/drives/{drive-id}/items/{driveItem-id}/analytics/itemActivityStats/{itemActivityStat-id}/activities/{itemActivity-id},drives.items.analytics.itemActivityStats.UpdateActivities
b0168,3,microsoft.com,POST,/groups/{group-id}/calendar/events/{event-id}/microsoft.graph.dismissReminder,groups.group.calendar.events.event.dismissReminder
b0169,9,microsoft.com,PATCH,/deviceAppManagement/managedEBookCategories/{managedEBookCategory-id},deviceAppManagement.UpdateManagedEBookCategories
b0170,9,microsoft.com,POST,/shares/{sharedDriveItem-id}/list/items,shares.list.CreateItems
b0171,2,microsoft.com,DELETE,/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/relations/{relation-id},sites.termStore.sets.parentGroup.sets.DeleteRelations
b0172,7,microsoft.com,POST,/users/{user-id}/calendar/calendarView/{event-id}/exceptionOccurrences/{event-id1}/multiValueExtendedProperties,users.calendar.calendarView.exceptionOccurrences.CreateMultiValueExtendedProperties
b0173,8,microsoft.com,DELETE,/chats/{chat-id}/messages/{chatMessage-id}/replies/{chatMessage-id1},chats.messages.DeleteReplies
b0174,8,microsoft.com,PATCH,/sites/{site-id}/lists/{list-id}/columns/{columnDefinition-id},sites.lists.UpdateColumns
b0175,5,microsoft.com,POST,/directoryRoleTemplates/microsoft.graph.validateProperties,directoryRoleTemplates.validateProperties
b0176,9,microsoft.com,DELETE,/me/joinedTeams/{team-id}/primaryChannel/messages/{chatMessage-id}/replies/{chatMessage-id1}/hostedContents/{chatMessageHostedContent-id},me.joinedTeams.primaryChannel.messages.replies.DeleteHostedContents
b0177,5,microsoft.com,PATCH,/planner/buckets/{plannerBucket-id}/tasks/{plannerTask-id}/progressTaskBoardFormat,planner.buckets.tasks.UpdateProgressTaskBoardFormat
b0178,2,microsoft.com,POST,/me/mailFolders/{mailFolder-id}/messages/{message-id}/mentions,me.mailFolders.messages.CreateMentions
b0179,5,microsoft.com,POST,/deviceManagement/reports/microsoft.graph.getAllCertificatesReport,deviceManagement.reports.getAllCertificatesReport
b0180,9,microsoft.com,DELETE,/security/cases/ediscoveryCases/{ediscoveryCase-id}/noncustodialDataSources/{ediscoveryNoncustodialDataSource-id},security.cases.ediscoveryCases.DeleteNoncustodialDataSources
b0181,5,microsoft.com,PATCH,/drives/{drive-id}/items/{driveItem-id}/workbook/worksheets/{workbookWorksheet-id}/charts/{workbookChart-id}/axes,drives.items.workbook.worksheets.charts.UpdateAxes
b0182,9,microsoft.com,POST,/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}/sublabels/microsoft.graph.evaluate,groups.group.sites.site.informationProtection.sensitivityLabels.sensitivityLabel.sublabels.evaluate
b0183,7,microsoft.com,PATCH,/drives/{drive-id}/items/{driveItem-id}/workbook/worksheets/{workbookWorksheet-id}/pivotTables/{workbookPivotTable-id},drives.items.workbook.worksheets.UpdatePivotTables
b0184,8,microsoft.com,DELETE,/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole,identityGovernance.entitlementManagement.accessPackageAssignmentResourceRoles.DeleteAccessPackageResourceRole
b0185,1,microsoft.com,POST,/deviceManagement/depOnboardingSettings/{depOnboardingSetting-id}/microsoft.graph.uploadDepToken,deviceManagement.depOnboardingSettings.depOnboardingSetting.uploadDepToken
b0186,5,microsoft.com,POST,/teams/{team-id}/channels/{channel-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/microsoft.graph.setReaction,teams.team.channels.channel.messages.chatMessage.replies.chatMessage.setReaction
b0187,8,microsoft.com,DELETE,/me/calendarGroups/{calendarGroup-id}/calendars/{calendar-id}/events/{event-id}/multiValueExtendedProperties/{multiValueLegacyExtendedProperty-id},me.calendarGroups.calendars.events.DeleteMultiValueExtendedProperties
b0188,5,microsoft.com,POST,/identityGovernance/accessReviews/decisions/{accessReviewInstanceDecisionItem-id}/instance/decisions/microsoft.graph.recordAllDecisions,identityGovernance.accessReviews.decisions.accessReviewInstanceDecisionItem.instance.decisions.recordAllDecisions
b0189,9,microsoft.com,PATCH,/identityGovernance/lifecycleWorkflows/settings,identityGovernance.lifecycleWorkflows.UpdateSettings
b0190,5,microsoft.com,DELETE,/users/{user-id}/onlineMeetings/{onlineMeeting-id}/transcripts/{callTranscript-id},users.onlineMeetings.DeleteTranscripts
b0191,2,microsoft.com,PATCH,/users/{user-id}/insights/shared/{sharedInsight-id},users.insights.UpdateShared
b0192,6,microsoft.com,PATCH,/teamwork/deletedTeams/{deletedTeam-id}/channels/{channel-id}/messages/{chatMessage-id}/replies/{chatMessage-id1}/hostedContents/{chatMessageHostedContent-id},teamwork.deletedTeams.channels.messages.replies.UpdateHostedContents
b0193,9,microsoft.com,POST,/servicePrincipals/{servicePrincipal-id}/synchronization/jobs,servicePrincipals.synchronization.CreateJobs
b0194,4,microsoft.com,DELETE,/deviceManagement/complianceManagementPartners/{complianceManagementPartner-id},deviceManagement.DeleteComplianceManagementPartners
b0195,2,microsoft.com,POST,/users/{user-id}/contactFolders/{contactFolder-id}/childFolders,users.contactFolders.CreateChildFolders
b0196,9,microsoft.com,PATCH,/users/{user-id}/profile/patents/{itemPatent-id},users.profile.UpdatePatents
b0197,6,microsoft.com,POST,/users/{user-id}/calendar/events/{event-id}/exceptionOccurrences/{event-id1}/instances/{event-id2}/microsoft.graph.dismissReminder,users.user.calendar.events.event.exceptionOccurrences.event.instances.event.dismissReminder
b0198,1,microsoft.com,DELETE,/me/calendarGroups/{calendarGroup-id}/calendars/{calendar-id}/events/{event-id}/instances/{event-id1}/exceptionOccurrences/{event-id2}/singleValueExtendedProperties/{singleValueLegacyExtendedProperty-id},me.calendarGroups.calendars.events.instances.exceptionOccurrences.DeleteSingleValueExtendedProperties
b0199,1,microsoft.com,PATCH,/identityGovernance/entitlementManagement/accessPackageCatalogs/{accessPackageCatalog-id}/accessPackageResourceScopes/{accessPackageResourceScope-id}/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id},identityGovernance.entitlementManagement.accessPackageCatalogs.accessPackageResourceScopes.accessPackageResource.UpdateAccessPackageResourceRoles
b0200,9,microsoft.com,PATCH,/deviceManagement/userExperienceAnalyticsDeviceScores/{userExperienceAnalyticsDeviceScores-id},deviceManagement.UpdateUserExperienceAnalyticsDeviceScores
b0201,9,microsoft.com,DELETE,/groups/{group-id}/planner/plans/{plannerPlan-id}/buckets/{plannerBucket-id}/tasks/{plannerTask-id}/assignedToTaskBoardFormat,groups.planner.plans.buckets.tasks.DeleteAssignedToTaskBoardFormat
b0202,6,microsoft.com,PATCH,/agreements/{agreement-id}/acceptances/{agreementAcceptance-id},agreements.UpdateAcceptances
b0203,9,microsoft.com,DELETE,/users/{user-id}/calendar/calendarView/{event-id}/instances/{event-id1}/multiValueExtendedProperties/{multiValueLegacyExtendedProperty-id},users.calendar.calendarView.instances.DeleteMultiValueExtendedProperties
b0204,9,microsoft.com,DELETE,/education/users/{educationUser-id}/assignments/{educationAssignment-id}/submissions/{educationSubmission-id}/resources/{educationSubmissionResource-id},education.users.assignments.submissions.DeleteResources
b0205,2,microsoft.com,PATCH,/applications/{application-id}/synchronization,applications.UpdateSynchronization
b0206,4,microsoft.com,POST,/me/calendars/{calendar-id}/events/{event-id}/exceptionOccurrences/{event-id1}/multiValueExtendedProperties,me.calendars.events.exceptionOccurrences.CreateMultiValueExtendedProperties
b0207,9,microsoft.com,PATCH,/connections/{externalConnection-id}/groups/{externalGroup-id}/members/{identity-id},connections.groups.UpdateMembers
b0208,9,microsoft.com,POST,/drives/{drive-id}/items/{driveItem-id}/workbook/functions/microsoft.graph.rank_Eq,drives.drive.items.driveItem.workbook.functions.rank_Eq
b0209,6,microsoft.com,PATCH,/security/triggers/retentionEvents/{retentionEvent-id},security.triggers.UpdateRetentionEvents
b0210,7,microsoft.com,POST,/devices/{device-id}/microsoft.graph.getMemberObjects,devices.device.getMemberObjects
b0211,2,microsoft.com,DELETE,/users/{user-id}/calendarGroups/{calendarGroup-id}/calendars/{calendar-id}/events/{event-id}/extensions/{extension-id},users.calendarGroups.calendars.events.DeleteExtensions
b0212,3,microsoft.com,DELETE,/teamTemplateDefinition/{teamTemplateDefinition-id}/teamDefinition/schedule/timeCards/{timeCard-id},teamTemplateDefinition.teamDefinition.schedule.DeleteTimeCards
b0213,8,microsoft.com,DELETE,/security/labels/retentionLabels/{retentionLabel-id}/dispositionReviewStages/{dispositionReviewStage-id},security.labels.retentionLabels.DeleteDispositionReviewStages
b0214,3,microsoft.com,POST,/me/appConsentRequestsForApproval,me.CreateAppConsentRequestsForApproval
b0215,9,microsoft.com,POST,/deviceManagement/intents/{deviceManagementIntent-id}/deviceSettingStateSummaries,deviceManagement.intents.CreateDeviceSettingStateSummaries
b0216,5,microsoft.com,DELETE,/drives/{drive-id}/items/{driveItem-id}/workbook/operations/{workbookOperation-id},drives.items.workbook.DeleteOperations
b0217,5,microsoft.com,PATCH,/groups/{group-id}/planner/plans/{plannerPlan-id}/tasks/{plannerTask-id},groups.planner.plans.UpdateTasks
b0218,1,microsoft.com,DELETE,/subscriptions/{subscription-id},subscriptions.subscription.DeleteSubscription
b0219,9,microsoft.com,POST,/me/presence/microsoft.graph.clearPresence,me.presence.clearPresence
