set,vendor,method,operationId,path,summary,truth,predicted,rule,floor,verdict,previous_predicted,previous_verdict
holdout5,amazon,GET,getPurchaseOrdersStatus,/vendor/orders/v1/purchaseOrdersStatus,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getReplenishmentOrder,/awd/2024-05-09/replenishmentOrders/{orderId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getReportDocument,/reports/2021-06-30/documents/{reportDocumentId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getServiceJobByServiceJobId,/service/v1/serviceJobs/{serviceJobId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShipment,/externalFulfillment/2024-09-11/shipments/{shipmentId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShipment,/mfn/v0/shipments/{shipmentId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShipment,/shipping/v1/shipments/{shipmentId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShipmentContentUpdatePreview,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/contentUpdatePreviews/{contentUpdatePreviewId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShipments,/fba/inbound/v0/shipments,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShippingLabel,/vendor/directFulfillment/shipping/v1/shippingLabels/{purchaseOrderNumber},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getShippingLabels,/vendor/directFulfillment/shipping/2021-12-28/shippingLabels,getShippingLabels,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getSubscription,/notifications/v1/subscriptions/{notificationType},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getSupplySource,/supplySources/2020-07-01/supplySources/{supplySourceId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getSupplySources,/supplySources/2020-07-01/supplySources,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,getTransaction,/vendor/transactions/v1/transactions/{transactionId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listContentDocumentAsinRelations,/aplus/2020-11-01/contentDocuments/{contentReferenceKey}/asins,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listDeliveryWindowOptions,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/deliveryWindowOptions,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listFinancialEventsByGroupId,/finances/v0/financialEventGroups/{eventGroupId}/financialEvents,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listInboundPlanBoxes,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/boxes,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listInboundPlans,/inbound/fba/2024-03-20/inboundPlans,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listItemComplianceDetails,/inbound/fba/2024-03-20/items/compliance,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listPrepDetails,/inbound/fba/2024-03-20/items/prepDetails,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listReturnReasonCodes,/fba/outbound/2020-07-01/returnReasonCodes,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listReturns,/externalFulfillment/2024-09-11/returns,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listShipmentBoxes,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/boxes,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listShipmentItems,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/items,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listSummary,/finances/2024-06-19/summary,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listTransferSchedules,/finances/transfers/wallet/2024-03-01/transferSchedules,The API will return all the transfer schedules for a given Amazon Seller Wallet account,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,listTransportationOptions,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/transportationOptions,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,searchCatalogItems,/catalog/2020-12-01/items,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,searchContentPublishRecords,/aplus/2020-11-01/contentPublishRecords,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,searchDefinitionsProductTypes,/definitions/2020-09-01/productTypes,,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,searchListingsItems,/listings/2021-08-01/items/{sellerId},,r,r,floor,true,ok,r,ok
holdout5,amazon,GET,searchPromotions,/promotions/2025-12-01/promotions,,r,r,floor,true,ok,r,ok
holdout5,amazon,POST,getEligibleShipmentServices,/mfn/v0/eligibleShippingServices,,r,r,read-verb,false,ok,r,ok
holdout5,amazon,POST,getFeaturedOfferExpectedPriceBatch,/batches/products/pricing/2022-05-01/offer/featuredOfferExpectedPrice,,r,r,read-verb,false,ok,r,ok
holdout5,amazon,POST,getFulfillmentPreview,/fba/outbound/2020-07-01/fulfillmentOrders/preview,,r,r,read-verb,false,ok,r,ok
holdout5,amazon,POST,getMyFeesEstimateForASIN,/products/fees/v0/items/{Asin}/feesEstimate,,r,r,read-verb,false,ok,r,ok
holdout5,amazon,POST,getOffers,/fulfillment/outbound/2026-07-04/offers,,r,r,read-verb,false,ok,r,ok
holdout5,amazon,POST,getRangeSlotCapacity,/service/v1/serviceResources/{resourceId}/capacity/range,,r,r,read-verb,false,ok,r,ok
holdout5,amazon,POST,listOfferMetrics,/replenishment/2022-11-07/offers/metrics/search,,r,r,read-verb,false,ok,r,ok
holdout2,box,GET,get_collaboration_whitelist_exempt_targets,/collaboration_whitelist_exempt_targets,List users exempt from collaboration domain restrictions,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_collaboration_whitelist_exempt_targets_id,/collaboration_whitelist_exempt_targets/{collaboration_whitelist_exempt_target_id},Get user exempt from collaboration domain restrictions,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_collections,/collections,List all collections,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_enterprises_id_device_pinners,/enterprises/{enterprise_id}/device_pinners,List enterprise device pins,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_file_requests_id,/file_requests/{file_request_id},Get file request,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_file_version_legal_holds,/file_version_legal_holds,List file version legal holds,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_file_version_retentions_id,/file_version_retentions/{file_version_retention_id},Get retention on file,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_files_id_collaborations,/files/{file_id}/collaborations,List file collaborations,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_files_id_metadata_id_id,/files/{file_id}/metadata/{scope}/{template_key},Get metadata instance on file,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_files_id_tasks,/files/{file_id}/tasks,List tasks on file,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_files_id_trash,/files/{file_id}/trash,Get trashed file,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_folders_id_collaborations,/folders/{folder_id}/collaborations,List folder collaborations,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_folders_id_metadata,/folders/{folder_id}/metadata,List metadata instances on folder,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_folders_id_metadata_id_id,/folders/{folder_id}/metadata/{scope}/{template_key},Get metadata instance on folder,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_folders_id_watermark,/folders/{folder_id}/watermark,Get watermark for folder,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_groups,/groups,List groups for enterprise,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_groups_id_collaborations,/groups/{group_id}/collaborations,List group collaborations,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_integration_mappings_teams,/integration_mappings/teams,List Teams integration mappings,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_legal_hold_policies,/legal_hold_policies,List all legal hold policies,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_legal_hold_policies_id,/legal_hold_policies/{legal_hold_policy_id},Get legal hold policy,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_legal_hold_policy_assignments_id_file_versions_on_hold,/legal_hold_policy_assignments/{legal_hold_policy_assignment_id}/file_versions_on_hold,List previous file versions for legal hold policy assignment,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_metadata_taxonomies_id,/metadata_taxonomies/{namespace},Get metadata taxonomies for namespace,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_metadata_templates_enterprise_securityClassification-6VMVochwUWo_schema,/metadata_templates/enterprise/securityClassification-6VMVochwUWo/schema,List all classifications,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_metadata_templates_global,/metadata_templates/global,List all global metadata templates,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_metadata_templates_id_id_fields_id_options,/metadata_templates/{namespace}/{template_key}/fields/{field_key}/options,List metadata template's options for taxonomy field,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_retention_policies,/retention_policies,List retention policies,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_retention_policies_id,/retention_policies/{retention_policy_id},Get retention policy,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_retention_policy_assignments_id_file_versions_under_retention,/retention_policy_assignments/{retention_policy_assignment_id}/file_versions_under_retention,Get file versions under retention,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_shared_items,/shared_items,Find file for shared link,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_shared_items#web_links,/shared_items#web_links,Find web link for shared link,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_shield_information_barrier_reports_id,/shield_information_barrier_reports/{shield_information_barrier_report_id},Get shield information barrier report by ID,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_shield_information_barrier_segments,/shield_information_barrier_segments,List shield information barrier segments,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_shield_information_barrier_segments_id,/shield_information_barrier_segments/{shield_information_barrier_segment_id},Get shield information barrier segment with specified ID,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_sign_requests,/sign_requests,List Box Sign requests,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_sign_templates_id,/sign_templates/{template_id},Get Box Sign template by ID,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_storage_policies_id,/storage_policies/{storage_policy_id},Get storage policy,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_tasks_id,/tasks/{task_id},Get task,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_terms_of_service_user_statuses,/terms_of_service_user_statuses,List terms of service user statuses,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_terms_of_services,/terms_of_services,List terms of services,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_users_id,/users/{user_id},Get user,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_users_id_avatar,/users/{user_id}/avatar,Get user avatar,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_users_id_memberships,/users/{user_id}/memberships,List user's groups,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_users_me,/users/me,Get current user,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_web_links_id,/web_links/{web_link_id},Get web link,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_webhooks,/webhooks,List all webhooks,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_webhooks_id,/webhooks/{webhook_id},Get webhook,r,r,floor,true,ok,r,ok
holdout2,box,GET,get_zip_downloads_id_status,/zip_downloads/{zip_download_id}/status,Get zip download status,r,r,floor,true,ok,r,ok
camara,camara,GET,getActiveSponsorships,/campaign/{sponsorId}/{campaignId}/active-sponsorships,Query of Active Sponsorships,r,r,floor,true,ok,r,ok
camara,camara,GET,getAllRegisteredApplicationEndpoints,/application-endpoint-lists,Get all registered edge application endpoint information,r,r,floor,true,ok,r,ok
camara,camara,GET,getAllTrafficInfluences,/traffic-influences,Retries existing TrafficInfluence Resources,r,r,floor,true,ok,r,ok
camara,camara,GET,getApp,/apps/{appId},Retrieve the information of an Application,r,r,floor,true,ok,r,ok
camara,camara,GET,getAppDeployment,/deployments/{appDeploymentId},Retrieve the information of an Application Deployment,r,r,floor,true,ok,r,ok
camara,camara,GET,getAppDeployments,/deployments,Retrieve a list of Application Deployment for a given App,r,r,floor,true,ok,r,ok
camara,camara,GET,getAppInstance,/app-instances/{appInstanceId},Retrieve the information of an Application Instance,r,r,floor,true,ok,r,ok
camara,camara,GET,getAppInstances,/app-instances,Retrieve the information of Application Instances for a given App,r,r,floor,true,ok,r,ok
camara,camara,GET,getApplicationEndpointsById,/application-endpoint-lists/{applicationEndpointListId},Get registered edge application endpoint information,r,r,floor,true,ok,r,ok
camara,camara,GET,getApps,/apps,Retrieve a list of existing Applications,r,r,floor,true,ok,r,ok
camara,camara,GET,getAssistant,/assistants/{assistantId},Get a specific QA assistant,r,r,floor,true,ok,r,ok
camara,camara,GET,getBookingById,/qos-bookings/{bookingId},Get the Booking information for a given QoS Booking identified by `bookingId`.,r,r,floor,true,ok,r,ok
camara,camara,GET,getBookingById,/device-qos-bookings/{bookingId},Get QoS Booking information,r,r,floor,true,ok,r,ok
camara,camara,GET,getCall,/calls/{callId},Get call details,r,r,floor,true,ok,r,ok
camara,camara,GET,getCampaignStatus,/campaign/{sponsorId}/{campaignId}/campaign-status,"Campaign Status Inquiry [active, paused, concluded], data volume balance.",r,r,floor,true,ok,r,ok
camara,camara,GET,getDevice,/v1/devices/{deviceId},Get device details,r,r,floor,true,ok,r,ok
camara,camara,GET,getDeviceNetworkHealth,/v1/devices/{deviceId}/network-health,Get device network health,r,r,floor,true,ok,r,ok
camara,camara,GET,getDevices,/slices/{sliceId}/devices,Get devices assigned to a network slice,r,r,floor,true,ok,r,ok
camara,camara,GET,getDevicesByBookingId,/qos-bookings/{bookingId}/devices,Get the list of devices assigned to an existing QoS Booking,r,r,floor,true,ok,r,ok
camara,camara,GET,getDocument,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},Get a specific document,r,r,floor,true,ok,r,ok
camara,camara,GET,getEdgeCloudZones,/edge-cloud-zones,Retrieve a paginated list of the provider's Edge Cloud Zones,r,r,floor,true,ok,r,ok
camara,camara,GET,getHealthScores,/health-scores,Query the latest network health score,r,r,floor,true,ok,r,ok
camara,camara,GET,getKnowledgeBase,/knowledge-bases/{knowledgeBaseId},Get a specific knowledge base,r,r,floor,true,ok,r,ok
camara,camara,GET,getNetwork,/networks/{serviceId},retrieve multipoint virtual private network details,r,r,floor,true,ok,r,ok
camara,camara,GET,getNetworkAccessDevice,/network-access-devices/{networkAccessDeviceId},Get a specific Network Access Device,r,r,floor,true,ok,r,ok
camara,camara,GET,getNetworkAccessDevices,/network-access-devices,Get all Network Access Devices associated with the service owner,r,r,floor,true,ok,r,ok
camara,camara,GET,getPowerSaving,/features/power-saving/transactions/{transactionId},Get status of a transaction for power-saving features,r,r,floor,true,ok,r,ok
camara,camara,GET,getQosAssignmentById,/qos-assignments/{assignmentId},Get the QoS profile assignment information identified by an assignment record ID,r,r,floor,true,ok,r,ok
camara,camara,GET,getQosProfile,/qos-profiles/{name},Get QoS Profile for a given name,r,r,floor,true,ok,r,ok
camara,camara,GET,getRebootRequest,/reboot-requests/{rebootRequestId},Get a specific Reboot Request,r,r,floor,true,ok,r,ok
camara,camara,GET,getRebootRequests,/reboot-requests,Get all Reboot Requests created by the calling API client,r,r,floor,true,ok,r,ok
camara,camara,GET,getRecording,/calls/{callId}/recording,Get call recording,r,r,floor,true,ok,r,ok
camara,camara,GET,getRegions,/regions,Fetch all Regions,r,r,floor,true,ok,r,ok
camara,camara,GET,getRegistrationById,/sessions/{registrationId},Retrieve a device registration,r,r,floor,true,ok,r,ok
camara,camara,GET,getRegistrationsByDeviceId,/sessions,Retrieve all registrations for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,getService,/services/{serviceId},Get a service by ID,r,r,floor,true,ok,r,ok
camara,camara,GET,getServices,/services,Get all services accessible to the authenticated identity,r,r,floor,true,ok,r,ok
camara,camara,GET,getSession,/sessions/{sessionId},Get QoS session information,r,r,floor,true,ok,r,ok
