set,vendor,method,operationId,path,summary,truth,predicted,rule,floor,verdict,previous_predicted,previous_verdict
exam3,clicksend.com,PUT,Forgot Username,/forgot-username,Forgot Username,x,w,floor,true,LEAK,x,ok
exam2,clicksend.com,PUT,Verify Forgot Password,/forgot-password/verify,Verify Forgot Password,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmCarbonOffset1,/ecommerceDelivery/confirmCarbonOffset,confirmCarbonOffset,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmCarbonOffset3,/airtravelMultileg/confirmCarbonOffset,confirmCarbonOffset,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmCarbonOffset4,/airtravelCoordinates/confirmCarbonOffset,confirmCarbonOffset,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmCarbonOffset5,/roadDistance/confirmCarbonOffset,confirmCarbonOffset,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPayment,/urbanDelivery/confirmPayment,confirmPayment,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPayment1,/ecommerceDelivery/confirmPayment,confirmPayment,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPayment3,/airtravelMultileg/confirmPayment,confirmPayment,x,w,floor,true,LEAK,x,ok
exam2,climatekuul.com,PATCH,confirmPayment4,/airtravelCoordinates/confirmPayment,confirmPayment,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPayment5,/roadDistance/confirmPayment,confirmPayment,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPaymentOfTransaction,/urbanDelivery/confirmTransaction,confirmTransaction,x,w,floor,true,LEAK,w,LEAK
exam2,climatekuul.com,PATCH,confirmPaymentOfTransaction1,/ecommerceDelivery/confirmTransaction,confirmTransaction,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPaymentOfTransaction3,/airtravelMultileg/confirmTransaction,confirmTransaction,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPaymentOfTransaction4,/airtravelCoordinates/confirmTransaction,confirmTransaction,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmPaymentOfTransaction5,/roadDistance/confirmTransaction,confirmTransaction,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmsPlanting,/urbanDelivery/confirmPlanting,confirmPlanting,x,w,floor,true,LEAK,x,ok
exam2,climatekuul.com,PATCH,confirmsPlanting2,/ecommerceDelivery/confirmPlanting,confirmPlanting,x,w,floor,true,LEAK,x,ok
exam2,climatekuul.com,PATCH,confirmsPlanting3,/airtravelMultileg/confirmPlanting,confirmPlanting,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmsPlanting4,/airtravelCoordinates/confirmPlanting,confirmPlanting,x,w,floor,true,LEAK,x,ok
exam3,climatekuul.com,PATCH,confirmsPlanting5,/roadDistance/confirmPlanting,confirmPlanting,x,w,floor,true,LEAK,x,ok
exam2,codat.io,DELETE,delete-bill,/companies/{companyId}/connections/{connectionId}/push/bills/{billId},Delete bill,x,w,floor,true,LEAK,w,LEAK
exam2,codat.io,DELETE,delete-invoice,/companies/{companyId}/connections/{connectionId}/push/invoices/{invoiceId},Delete invoice,x,w,floor,true,LEAK,w,LEAK
exam2,codat.io,PUT,update-bank-account,/companies/{companyId}/connections/{connectionId}/push/bankAccounts/{bankAccountId},Update bank account,x,w,floor,true,LEAK,x,ok
exam2,codat.io,PUT,update-bill-credit-note,/companies/{companyId}/connections/{connectionId}/push/billCreditNotes/{billCreditNoteId},Update bill credit note,x,w,floor,true,LEAK,w,LEAK
exam2,conjur.local,PATCH,enableAuthenticator,/{authenticator}/{account},Enables or disables authenticator defined without service_id.,x,w,floor,true,LEAK,x,ok
exam3,conjur.local,PATCH,enableAuthenticatorInstance,/{authenticator}/{service_id}/{account},Enables or disables authenticator service instances.,x,w,floor,true,LEAK,w,LEAK
exam2,conjur.local,PATCH,updatePolicy,/policies/{account}/policy/{identifier},Modifies an existing Conjur policy.,x,w,floor,true,LEAK,w,LEAK
exam3,conjur.local,PUT,replacePolicy,/policies/{account}/policy/{identifier},Loads or replaces a Conjur policy document.,x,w,floor,true,LEAK,w,LEAK
exam3,conjur.local,PUT,rotateApiKey,/authn/{account}/api_key,Rotates a role's API key.,x,w,floor,true,LEAK,w,LEAK
holdout3,discord,DELETE,delete_channel,/channels/{channel_id},,x,w,floor,true,LEAK,x,ok
holdout3,discord,DELETE,delete_guild_emoji,/guilds/{guild_id}/emojis/{emoji_id},,x,w,floor,true,LEAK,x,ok
holdout3,discord,DELETE,delete_guild_sticker,/guilds/{guild_id}/stickers/{sticker_id},,x,w,floor,true,LEAK,x,ok
holdout3,discord,DELETE,delete_message,/channels/{channel_id}/messages/{message_id},,x,w,floor,true,LEAK,x,ok
holdout3,discord,PATCH,bulk_update_guild_roles,/guilds/{guild_id}/roles,,x,w,floor,true,LEAK,x,ok
holdout3,discord,PATCH,update_original_webhook_message,/webhooks/{webhook_id}/{webhook_token}/messages/@original,,x,w,floor,true,LEAK,x,ok
holdout3,discord,PATCH,update_stage_instance,/stage-instances/{channel_id},,x,w,floor,true,LEAK,w,LEAK
holdout3,discord,PATCH,update_webhook_message,/webhooks/{webhook_id}/{webhook_token}/messages/{message_id},,x,w,floor,true,LEAK,x,ok
holdout3,discord,PUT,deprecated_create_pin,/channels/{channel_id}/pins/{message_id},,x,w,floor,true,LEAK,x,ok
exam2,docusign.net,PUT,Documents_PutDocuments,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents,Adds one or more documents to an existing envelope.,x,w,floor,true,LEAK,w,LEAK
exam2,dracoon.team,PUT,resetPassword,/v4/auth/reset_password/{token},Reset password,x,w,floor,true,LEAK,x,ok
exam2,dracoon.team,PUT,toggleNotificationChannels,/v4/settings/notifications/channels,Toggle notification channels,x,w,floor,true,LEAK,x,ok
exam3,edrv.io,PATCH,updatereservation,/v1/reservations/{id},,x,w,floor,true,LEAK,x,ok
exam2,figshare.com,DELETE,private_project_delete,/account/projects/{project_id},Delete project,x,w,floor,true,LEAK,w,LEAK
exam3,flat.io,PUT,createSubmission,/classes/{class}/assignments/{assignment}/submissions,Create or edit a submission,x,w,floor,true,LEAK,w,LEAK
exam3,fulfillment.com,PUT,put-returns,/returns,Inform us of an RMA,x,w,floor,true,LEAK,x,ok
exam3,gambitcomm.local,PUT,protocol_mqtt_client_runtime_abort,/mimic/agent/{agentNum}/protocol/msg/mqtt/client/runtime/abort,Abort agent's MQTT TCP session without sending DISCONNECT command,x,w,floor,true,LEAK,x,ok
exam3,gerermesaffaires.com,DELETE,,/spaces/{id}/groups/{groupId}/persons/{memberId},,x,w,floor,true,LEAK,x,ok
exam3,getgo.com,DELETE,deleteCoorganizer,/organizers/{organizerKey}/webinars/{webinarKey}/coorganizers/{coorganizerKey},Delete co-organizer,x,w,floor,true,LEAK,x,ok
exam2,getgo.com,DELETE,deleteWebinarPanelist,/organizers/{organizerKey}/webinars/{webinarKey}/panelists/{panelistKey},Delete webinar panelist,x,w,floor,true,LEAK,x,ok
exam3,getgo.com,PUT,updateOrganisersForTraining,/organizers/{organizerKey}/trainings/{trainingKey}/organizers,Update Training Organizers,x,w,floor,true,LEAK,x,ok
exam3,getgo.com,PUT,updateTrainingTimes,/organizers/{organizerKey}/trainings/{trainingKey}/times,Update Training Times,x,w,floor,true,LEAK,w,LEAK
exam3,getgo.com,PUT,updateWebinar,/organizers/{organizerKey}/webinars/{webinarKey},Update webinar,x,w,floor,true,LEAK,x,ok
exam3,gettyimages.com,PUT,,/v3/usage-batches/{id},Report usage of assets via a batch format.,x,w,floor,true,LEAK,x,ok
holdout1,github,DELETE,apps/delete-installation,/app/installations/{installation_id},Delete an installation for the authenticated app,x,w,floor,true,LEAK,x,ok
holdout1,github,DELETE,apps/delete-token,/applications/{client_id}/token,Delete an app token,x,w,floor,true,LEAK,x,ok
holdout1,github,DELETE,issues/remove-sub-issue,/repos/{owner}/{repo}/issues/{issue_number}/sub_issue,Remove sub-issue,x,w,floor,true,LEAK,x,ok
holdout1,github,DELETE,repos/delete,/repos/{owner}/{repo},Delete a repository,x,w,floor,true,LEAK,x,ok
holdout1,github,DELETE,repos/remove-app-access-restrictions,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/apps,Remove app access restrictions,x,w,floor,true,LEAK,x,ok
holdout1,github,PUT,issues/set-issue-field-values,/repos/{owner}/{repo}/issues/{issue_number}/issue-field-values,Set issue field values for an issue,x,w,floor,true,LEAK,w,LEAK
exam3,gsmtasks.com,PUT,account_roles_update,/account_roles/{id}/,,x,w,floor,true,LEAK,w,LEAK
exam3,gsmtasks.com,PUT,accounts_stripe_create_setup_intent_update,/accounts/{id}/stripe_create_setup_intent/,,x,w,floor,true,LEAK,w,LEAK
exam3,hubapi.com,DELETE,delete-/automation/v4/actions/{appId}/{definitionId}_archive,/automation/v4/actions/{appId}/{definitionId},Archive a custom action,x,w,floor,true,LEAK,x,ok
exam2,id4i.de,PUT,completeRegistration,/account/registration,Complete registration,x,w,floor,true,LEAK,w,LEAK
exam3,ijenko.net,PUT,Functionality.set,/functionalities/{functionalityId}/attributes/{attributeName},Modify an Attribute value,x,w,floor,true,LEAK,w,LEAK
exam3,ijenko.net,PUT,Place.openPairing,/places/{placeId}/buses/{busId}/pairing,Open/Close the pairing window,x,w,floor,true,LEAK,x,ok
exam2,impala.travel,PUT,updateBooking,/bookings/{bookingId},Change a booking,x,w,floor,true,LEAK,w,LEAK
exam3,impala.travel,PUT,updateBookingContact,/bookings/{bookingId}/booking-contact,Change a booking contact,x,w,floor,true,LEAK,x,ok
exam3,instagram.com,DELETE,,/media/{media-id}/comments/{comment-id},Remove a comment.,x,w,floor,true,LEAK,w,LEAK
exam3,iqualify.com,DELETE,,/offerings/{offeringId}/channels/{channelId}/learners,Remove learners from a group channel,x,w,floor,true,LEAK,x,ok
exam3,iqualify.com,DELETE,,/offerings/{offeringId}/groups/{groupId}/learners/{userEmail},Remove a learner from an assessment group,x,w,floor,true,LEAK,x,ok
exam3,jellyfin.local,DELETE,StopEncodingProcess,/Videos/ActiveEncodings,Stops an active encoding.,x,w,floor,true,LEAK,x,ok
exam3,jira.local,PUT,put,/api/2/applicationrole/{key},,x,w,floor,true,LEAK,x,ok
exam3,jira.local,PUT,putBulk,/api/2/applicationrole,,x,w,floor,true,LEAK,w,LEAK
exam2,just-eat.co.uk,PUT,,/driver-at-delivery-address,Driver at delivery address,x,w,floor,true,LEAK,w,LEAK
exam3,just-eat.co.uk,PUT,,/attempted-delivery-query-resolved,Attempted delivery query resolved,x,w,floor,true,LEAK,x,ok
exam3,just-eat.co.uk,PUT,,/delivery-failed,Delivery Attempt Failed,x,w,floor,true,LEAK,x,ok
exam3,just-eat.co.uk,PUT,putMenuForIngestion,/restaurants/{tenant}/{restaurantId}/menu,Create or update a menu,x,w,floor,true,LEAK,x,ok
exam3,keycloak.local,DELETE,,/{realm},Delete the realm,x,w,floor,true,LEAK,x,ok
exam3,keycloak.local,DELETE,,/{realm}/users/{id}/federated-identity/{provider},Remove a social login provider from user,x,w,floor,true,LEAK,x,ok
exam2,keycloak.local,PUT,,/{realm}/users/{id}/reset-password,Set up a new password for the user.,x,w,floor,true,LEAK,x,ok
exam3,keycloak.local,PUT,,/{realm}/users/{id}/disable-credential-types,Disable all credentials for a user of a specific type,x,w,floor,true,LEAK,w,LEAK
exam3,lgtm.com,PUT,uploadPart,/snapshots/uploads/{session-id},Upload snapshot,x,w,floor,true,LEAK,x,ok
holdout4,linode,DELETE,delete-sharegroup-token,/{apiVersion}/images/sharegroups/tokens/{tokenUuid},Delete a token,x,w,floor,true,LEAK,x,ok
exam3,listennotes.com,DELETE,deletePodcastById,/podcasts/{id},Request to delete a podcast,x,w,floor,true,LEAK,w,LEAK
exam3,lufthansa.com,PUT,Auto Check-In,/preflight/autocheckin/{ticketnumber},Auto Check-In,x,w,floor,true,LEAK,w,LEAK
exam3,lyft.com,PUT,SetRideDestination,/rides/{id}/destination,Update the destination of the ride,x,w,floor,true,LEAK,w,LEAK
exam2,lyft.com,PUT,SetRideRating,/rides/{id}/rating,"Add the passenger's rating, feedback, and tip",x,w,floor,true,LEAK,x,ok
exam2,mist.com,DELETE,deleteMsp,/api/v1/msps/{msp_id},deleteMsp,x,w,floor,true,LEAK,x,ok
exam3,motaword.com,DELETE,deleteContinuousProject,/continuous_projects/{id},Delete a continuous project,x,w,floor,true,LEAK,w,LEAK
exam3,motaword.com,DELETE,deleteProject,/projects/{id},Delete your translation project,x,w,floor,true,LEAK,w,LEAK
exam3,n-auth.com,DELETE,deleteAccount,/servers/{serverid}/accounts/{accountid}/,Delete specific account,x,w,floor,true,LEAK,x,ok
exam3,n-auth.com,PUT,updateAccount,/servers/{serverid}/accounts/{accountid}/,Update specific account,x,w,floor,true,LEAK,x,ok
exam3,netlicensing.io,DELETE,deleteLicense,/license/{licenseNumber},Delete License,x,w,floor,true,LEAK,w,LEAK
exam3,netlicensing.io,DELETE,deleteLicensee,/licensee/{licenseeNumber},Delete Licensee,x,w,floor,true,LEAK,x,ok
exam2,nexmo.com,DELETE,deleteConversation,/conversations/{conversation_id},Delete a conversation,x,w,floor,true,LEAK,w,LEAK
exam2,nexmo.com,DELETE,deleteLeg,/legs/{leg_id},Delete a leg,x,w,floor,true,LEAK,x,ok
exam3,nexmo.com,DELETE,stopStream,/{uuid}/stream,Stop playing an audio file into a call,x,w,floor,true,LEAK,x,ok
exam3,nexmo.com,DELETE,stopTalk,/{uuid}/talk,Stop text to speech in a call,x,w,floor,true,LEAK,x,ok
exam3,nexmo.com,PUT,recordConversation,/conversations/{conversation_id}/record,Record a conversation,x,w,floor,true,LEAK,w,LEAK
holdout5,notion,PATCH,patch-block-children,/v1/blocks/{block_id}/children,Append block children,x,w,floor,true,LEAK,x,ok
exam2,nowpayments.io,DELETE,deleteRecurringPayment,/v1/subscriptions/{sub_id},Delete recurring payment,x,w,floor,true,LEAK,x,ok
exam3,obono.at,PUT,addBeleg,/registrierkassen/{registrierkasseUuid}/belege/{belegUuid},,x,w,floor,true,LEAK,x,ok
exam3,okta.local,PUT,setRecoveryCredential,/api/v1/users/{userId},Set Recovery Credential,x,w,floor,true,LEAK,w,LEAK
exam2,onsched.com,PUT,,/consumer/v1/appointments/{id}/book,Book Appointment,x,w,floor,true,LEAK,x,ok
exam2,onsched.com,PUT,,/setup/v1/resources/{id}/reassign/appointments/{resourceId},Reassign Resource,x,w,floor,true,LEAK,w,LEAK
exam3,onsched.com,PUT,,/consumer/v1/appointments/{id}/reschedule,Reschedule Appointment,x,w,floor,true,LEAK,x,ok
exam3,onsched.com,PUT,,/setup/v1/appointments/{id}/reassign/resource/{resourceId},Reassign Appointment,x,w,floor,true,LEAK,x,ok
exam3,openbankingproject.ch,PUT,updateConsentsPsuData,/v1/consents/{consentId}/authorisations/{authorisationId},Update PSU Data for consents,x,w,floor,true,LEAK,x,ok
exam3,openbankingproject.ch,PUT,updatePaymentPsuData,/v1/{payment-service}/{payment-product}/{paymentId}/authorisations/{authorisationId},Update PSU data for payment initiation,x,w,floor,true,LEAK,x,ok
exam2,openchannel.io,DELETE,,/stripe-gateway/user/{userId}/cards/{cardId},Removes a credit card for a user,x,w,floor,true,LEAK,w,LEAK
exam3,openchannel.io,DELETE,,/developerAccounts/{developerAccountId},Removes the developer account,x,w,floor,true,LEAK,x,ok
exam3,openchannel.io,DELETE,,/developers/{developerId},Removes a single developer,x,w,floor,true,LEAK,x,ok
exam3,openchannel.io,DELETE,,/stripe-gateway/developer/{developerId}/accounts/{stripeId},Disconnects a developer's Stripe account,x,w,floor,true,LEAK,x,ok
exam3,openchannel.io,PATCH,,/ownership/{ownershipId},Updates ownership fields,x,w,floor,true,LEAK,w,LEAK
exam3,opensuse.org,DELETE,,/person/{login}/token/{id},Delete a token of a person.,x,w,floor,true,LEAK,x,ok
exam3,osf.io,DELETE,nodes_contributors_delete,/nodes/{node_id}/contributors/{user_id}/,Delete a contributor,x,w,floor,true,LEAK,x,ok
exam3,osf.io,PATCH,nodes_contributors_partial_update,/nodes/{node_id}/contributors/{user_id}/,Update a contributor,x,w,floor,true,LEAK,x,ok
exam3,osf.io,PATCH,registrations_partial_update,/registrations/{registration_id}/,Update a registration,x,w,floor,true,LEAK,w,LEAK
exam2,osisoft.com,DELETE,Analysis_DeleteSecurityEntry,/analyses/{webId}/securityentries/{name},Delete a security entry owned by the analysis.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,DELETE,ElementTemplate_DeleteSecurityEntry,/elementtemplates/{webId}/securityentries/{name},Delete a security entry owned by the element template.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,DELETE,TableCategory_DeleteSecurityEntry,/tablecategories/{webId}/securityentries/{name},Delete a security entry owned by the table category.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,PUT,AnalysisTemplate_UpdateSecurityEntry,/analysistemplates/{webId}/securityentries/{name},Update a security entry owned by the analysis template.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,PUT,Analysis_UpdateSecurityEntry,/analyses/{webId}/securityentries/{name},Update a security entry owned by the analysis.,x,w,floor,true,LEAK,x,ok
exam2,osisoft.com,PUT,AssetDatabase_UpdateSecurityEntry,/assetdatabases/{webId}/securityentries/{name},Update a security entry owned by the asset database.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,PUT,ElementCategory_UpdateSecurityEntry,/elementcategories/{webId}/securityentries/{name},Update a security entry owned by the element category.,x,w,floor,true,LEAK,x,ok
exam2,osisoft.com,PUT,Element_UpdateSecurityEntry,/elements/{webId}/securityentries/{name},Update a security entry owned by the element.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,PUT,EnumerationSet_UpdateSecurityEntry,/enumerationsets/{webId}/securityentries/{name},Update a security entry owned by the enumeration set.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,PUT,NotificationRule_UpdateSecurityEntry,/notificationrules/{webId}/securityentries/{name},Update a security entry owned by the notification rule.,x,w,floor,true,LEAK,x,ok
exam3,osisoft.com,PUT,Table_UpdateSecurityEntry,/tables/{webId}/securityentries/{name},Update a security entry owned by the table.,x,w,floor,true,LEAK,x,ok
exam3,ote-godaddy.com,DELETE,delete,/v1/shoppers/{shopperId},Request the deletion of a shopper profile,x,w,floor,true,LEAK,x,ok
exam2,ote-godaddy.com,PUT,,/v2/customers/{customerId}/domains/notifications/optIn,Opt in to recieve notifications for the submitted notification types,x,w,floor,true,LEAK,x,ok
exam3,ote-godaddy.com,PUT,changePassword,/v1/shoppers/{shopperId}/factors/password,Set subaccount's password,x,w,floor,true,LEAK,x,ok
exam2,paylocity.com,PUT,Add or update additional rates,/v2/companies/{companyId}/employees/{employeeId}/additionalRates,Add/update additional rates,x,w,floor,true,LEAK,x,ok
exam2,paylocity.com,PUT,Add or update an employee earning,/v2/companies/{companyId}/employees/{employeeId}/earnings,Add/Update Earning,x,w,floor,true,LEAK,x,ok
exam3,postmarkapp.com,PUT,retryInboundMessageProcessing,/messages/inbound/{messageid}/retry,Retry a failed inbound message for processing,x,w,floor,true,LEAK,x,ok
exam3,powerdns.local,PUT,axfrRetrieveZone,/servers/{server_id}/zones/{zone_id}/axfr-retrieve,Retrieve slave zone from its master.,x,w,floor,true,LEAK,x,ok
exam3,rebilly.com,PUT,PutInvoice,/invoices/{id},Create or update an invoice with predefined ID,x,w,floor,true,LEAK,w,LEAK
exam2,reverb.com,PUT,,/my/refund_requests/selling/{id},Update a refund request for a sold order,x,w,floor,true,LEAK,x,ok
exam3,rudder.example.local,DELETE,declineChangeRequest,/changeRequests/{changeRequestId},Decline a request details,x,w,floor,true,LEAK,x,ok
exam2,rumble.run,PATCH,rotateAccountKey,/account/keys/{key_id}/rotate,Rotates the key secret,x,w,floor,true,LEAK,w,LEAK
exam2,rumble.run,PATCH,rotateKey,/org/key/rotate,Rotate the API key secret and return the updated key,x,w,floor,true,LEAK,w,LEAK
exam3,rumble.run,PUT,createScan,/org/sites/{site_id}/scan,Create a scan task for a given site,x,w,floor,true,LEAK,x,ok
exam2,salesloft.com,PUT,,/v2/bulk_jobs/{id},Update a bulk job,x,w,floor,true,LEAK,x,ok
exam2,sendgrid.com,DELETE,DELETE_asm-suppressions-global-email,/asm/suppressions/global/{email},Delete a Global Suppression,x,w,floor,true,LEAK,x,ok
exam3,sendgrid.com,DELETE,DELETE_subusers-subuser_name,/subusers/{subuser_name},Delete a subuser,x,w,floor,true,LEAK,x,ok
exam3,sendgrid.com,DELETE,DELETE_v3-teammates-pending-token,/teammates/pending/{token},Delete pending teammate,x,w,floor,true,LEAK,x,ok
exam2,sendgrid.com,DELETE,DELETE_whitelabel-domains-subuser,/whitelabel/domains/subuser,Disassociate an authenticated domain from a given user.,x,w,floor,true,LEAK,x,ok
exam3,sendgrid.com,PATCH,PATCH_subusers-subuser_name,/subusers/{subuser_name},Enable/disable a subuser,x,w,floor,true,LEAK,x,ok
exam3,shipengine.com,PATCH,add_funds_to_insurance,/v1/insurance/shipsurance/add_funds,Add Funds To Insurance,x,w,floor,true,LEAK,x,ok
exam2,shipengine.com,PUT,add_funds_to_carrier,/v1/carriers/{carrier_id}/add_funds,Add Funds To Carrier,x,w,floor,true,LEAK,x,ok
exam3,shipengine.com,PUT,void_label,/v1/labels/{label_id}/void,Void a Label By ID,x,w,floor,true,LEAK,w,LEAK
exam3,signl4.com,PUT,,/users/{userId}/changePassword,Updates the password of a user,x,w,floor,true,LEAK,x,ok
exam3,sinao.app,DELETE,app.policies.delete,/apps/{appId}/access/{userId},Delete police for an user,x,w,floor,true,LEAK,x,ok
exam3,snyk.io,PUT,Move project to a different organization,/org/{orgId}/project/{projectId}/move,Move project to a different organization,x,w,floor,true,LEAK,w,LEAK
exam3,soundcloud.com,DELETE,,/likes/playlists/{playlist_id},Unlikes a playlist.,x,w,floor,true,LEAK,w,LEAK
exam3,soundcloud.com,DELETE,,/likes/tracks/{track_id},Unlikes a track.,x,w,floor,true,LEAK,w,LEAK
exam3,soundcloud.com,DELETE,,/me/followings/{user_id},Deletes a user who is followed by the authenticated user.,x,w,floor,true,LEAK,x,ok
exam3,soundcloud.com,DELETE,,/reposts/tracks/{track_id},Removes a repost on a track as the authenticated user,x,w,floor,true,LEAK,x,ok
exam3,spotify.com,DELETE,unfollow-playlist,/playlists/{playlist_id}/followers,Unfollow Playlist,x,w,floor,true,LEAK,x,ok
exam3,squareup.com,PUT,UpdatePayment,/v2/payments/{payment_id},UpdatePayment,x,w,floor,true,LEAK,x,ok
exam2,stream-io-api.com,PATCH,ScheduleCampaign,/campaigns/{id}/schedule,Schedule campaign,x,w,floor,true,LEAK,w,LEAK
holdout1,stripe,DELETE,DeleteAccountsAccount,/v1/accounts/{account},Delete an account,x,w,floor,true,LEAK,x,ok
holdout1,stripe,DELETE,DeleteCustomersCustomer,/v1/customers/{customer},Delete a customer,x,w,floor,true,LEAK,x,ok
exam2,swaggerhub.com,PUT,setTemplatePrivateSettings,/templates/{owner}/{templateId}/{version}/settings/private,Update visibility settings for a template,x,w,floor,true,LEAK,w,LEAK
exam3,twitter.com,PUT,hideReplyById,/2/tweets/{tweet_id}/hidden,Hide replies,x,w,floor,true,LEAK,x,ok
exam2,tyk.com,DELETE,,/tyk/keys/{keyId},,x,w,floor,true,LEAK,x,ok
exam3,unicourt.com,PUT,updateCase,/caseUpdate,Add Case Update for the requested Case Id.,x,w,floor,true,LEAK,x,ok
exam2,velopayments.com,DELETE,withdrawPayoutV3,/v3/payouts/{payoutId},Withdraw Payout,x,w,floor,true,LEAK,x,ok
holdout3,vercel,DELETE,deleteRedirects,/v1/bulk-redirects,Delete project-level redirects.,x,w,floor,true,LEAK,x,ok
holdout3,vercel,PATCH,updateSandbox,/v2/sandboxes/{name},Update a sandbox,x,w,floor,true,LEAK,w,LEAK
exam2,victorops.com,DELETE,,/api-public/v1/user/{user}/contact-methods/emails/{contactId},Delete a contact email for a user,x,w,floor,true,LEAK,x,ok
