set,vendor,method,operationId,path,summary,truth,predicted,rule,floor,verdict,previous_predicted,previous_verdict
exam3,akeneo.com,PATCH,attribute_groups_patch,/api/rest/v1/attribute-groups/{code},Update/create an attribute group,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,akeneo.com,PATCH,patch_asset_family_attributes__code_,/api/rest/v1/asset-families/{asset_family_code}/attributes/{code},Update/create an attribute of a given asset family,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,akeneo.com,PATCH,patch_families,/api/rest/v1/families,Update/create several families,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,akeneo.com,PATCH,patch_measurement_families,/api/rest/v1/measurement-families,Update/create several measurement families,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,akeneo.com,PATCH,patch_pam_assets,/api/rest/v1/assets,Update/create several PAM assets,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,akeneo.com,PATCH,patch_pam_assets__code_,/api/rest/v1/assets/{code},Update/create a PAM asset,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,akeneo.com,PATCH,several_attribute_groups_patch,/api/rest/v1/attribute-groups,Update/create several attribute groups,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-alerta_id_delete,/api/transport-alerta/{id},Removes the TransportAlerta resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-clickatell_id_delete,/api/transport-clickatell/{id},Removes the TransportClickatell resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-esendex_id_delete,/api/transport-esendex/{id},Removes the TransportEsendex resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,DELETE,api_transport-gateway-api_id_delete,/api/transport-gateway-api/{id},Removes the TransportGatewayApi resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-kaz-info-teh_id_delete,/api/transport-kaz-info-teh/{id},Removes the TransportKazInfoTeh resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-light-sms_id_delete,/api/transport-light-sms/{id},Removes the TransportLightSms resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-mattermost_id_delete,/api/transport-mattermost/{id},Removes the TransportMattermost resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,DELETE,api_transport-one-signal_id_delete,/api/transport-one-signal/{id},Removes the TransportOneSignal resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-plivo_id_delete,/api/transport-plivo/{id},Removes the TransportPlivo resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,DELETE,api_transport-sinch_id_delete,/api/transport-sinch/{id},Removes the TransportSinch resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-sms77_id_delete,/api/transport-sms77/{id},Removes the TransportSms77 resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-telegram_id_delete,/api/transport-telegram/{id},Removes the TransportTelegram resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,DELETE,api_transport-trello_id_delete,/api/transport-trello/{id},Removes the TransportTrello resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,DELETE,api_transport-vonage_id_delete,/api/transport-vonage/{id},Removes the TransportVonage resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,PUT,api_transport-discord_id_put,/api/transport-discord/{id},Replaces the TransportDiscord resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,PUT,api_transport-email_id_put,/api/transport-email/{id},Replaces the TransportEmail resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,PUT,api_transport-infobip_id_put,/api/transport-infobip/{id},Replaces the TransportInfobip resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,PUT,api_transport-linked-in_id_put,/api/transport-linked-in/{id},Replaces the TransportLinkedIn resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,PUT,api_transport-mastodon_id_put,/api/transport-mastodon/{id},Replaces the TransportMastodon resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,PUT,api_transport-message-media_id_put,/api/transport-message-media/{id},Replaces the TransportMessageMedia resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,alertersystem.com,PUT,api_transport-octopush_id_put,/api/transport-octopush/{id},Replaces the TransportOctopush resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,PUT,api_transport-pushbullet_id_put,/api/transport-pushbullet/{id},Replaces the TransportPushbullet resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,PUT,api_transport-slack_id_put,/api/transport-slack/{id},Replaces the TransportSlack resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,alertersystem.com,PUT,api_transport-telegram_id_put,/api/transport-telegram/{id},Replaces the TransportTelegram resource.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,DELETE,cancelFeed,/feeds/2021-06-30/feeds/{feedId},,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,DELETE,cancelReport,/reports/2021-06-30/reports/{reportId},,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,DELETE,deleteDestination,/notifications/v1/destinations/{destinationId},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,DELETE,deleteScheduleTransaction,/finances/transfers/wallet/2024-03-01/transferSchedules/{transferScheduleId},Delete a transaction request that is scheduled from Amazon Seller Wallet account to another customer-provided account,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,POST,batchInventory,/externalFulfillment/inventory/2024-09-11/inventories,,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,POST,createReportSchedule,/reports/2021-06-30/schedules,,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,POST,recordActionFeedback,/appIntegrations/2024-04-01/notifications/{notificationId}/feedback,,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,POST,setPackingInformation,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/packingInformation,,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,POST,submitInvoice,/fba/outbound/brazil/v0/shipments/{shipmentId}/invoice,,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,POST,updateShipmentStatus,/orders/v0/orders/{orderId}/shipment,,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,PUT,linkCarrierAccount,/shipping/v2/carrierAccounts/{carrierId},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout5,amazon,PUT,updateInboundPlanName,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/name,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout5,amazon,PUT,updateInboundShipmentTransportDetails,/awd/2024-05-09/inboundShipments/{shipmentId}/transport,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,anchore.io,DELETE,delete_archived_analysis,/archives/images/{imageDigest},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,anchore.io,DELETE,delete_feed_group,/system/feeds/{feed}/{group},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,anchore.io,DELETE,delete_images_async,/images,Bulk mark images for deletion,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,anchore.io,DELETE,delete_registry,/registries/{registry},Delete a registry configuration,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,anchore.io,DELETE,invalidate_operation,/imports/images/{operation_id},Invalidate operation ID so it can be garbage collected,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,anchore.io,PUT,toggle_feed_enabled,/system/feeds/{feed},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,anchore.io,PUT,toggle_group_enabled,/system/feeds/{feed}/{group},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,anchore.io,PUT,update_registry,/registries/{registry},Update/replace a registry configuration,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,DELETE,deleteQueue,/queues/{queueName},Delete Queue.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,DELETE,delete_dag,/dags/{dag_id},Delete a DAG,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,DELETE,delete_dag_run,/dags/{dag_id}/dagRuns/{dag_run_id},Delete a DAG run,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,PATCH,patch_dag,/dags/{dag_id},Update a DAG,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apache.org,PATCH,patch_dags,/dags,Update DAGs,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,PATCH,patch_mapped_task_instance,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index},Updates the state of a mapped task instance,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,PATCH,patch_mapped_task_instance,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index},Updates the state of a mapped task instance,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,PATCH,set_dag_run_note,/dags/{dag_id}/dagRuns/{dag_run_id}/setNote,Update the DagRun note.,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apache.org,PATCH,set_dag_run_note,/dags/{dag_id}/dagRuns/{dag_run_id}/setNote,Update the DagRun note.,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apache.org,PATCH,set_mapped_task_instance_note,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index}/setNote,Update the TaskInstance note.,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,apache.org,PATCH,update_dag_run_state,/dags/{dag_id}/dagRuns/{dag_run_id},Modify a DAG run,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apacta.com,DELETE,,/materials/{material_id}/rentals/{material_rental_id}/,Delete material rental,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apacta.com,DELETE,,/project_statuses/{project_status_id},Delete a project status,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apacta.com,DELETE,,/stock_locations/{location_id},Delete location,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apacta.com,DELETE,,/products/{product_id}/variants/{variant_type}/{variant_id},Delete a product variant,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apacta.com,DELETE,,/project_statuses/bulkDelete,Bulk delete project statuses,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apacta.com,DELETE,,/time_entry_rates/{time_entry_rate_id},Delete time entry rate,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apacta.com,DELETE,bulkCompaniesVendors,/companies_vendors/bulkDelete,Bulk delete companies vendors,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,apacta.com,PUT,,/users/{user_id}/user_custom_field_value/{user_custom_field_value_id},Update a single record of user custom field value,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apacta.com,PUT,,/companies/{company_id}/companies_integration_feature_settings/{c_integration_feature_setting_id},Edit a company integration feature setting,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,apacta.com,PUT,editCompaniesVendor,/companies_vendors/{companies_vendor_id},Edit a companies vendor,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,apacta.com,PUT,editVendor,/vendors/{vendor_id},Edit a vendor,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apacta.com,PUT,put-driving_types-driving_type_id,/driving_types/{driving_type_id},Edit driving type,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api.ebay.com,DELETE,deleteFulfillmentPolicy,/fulfillment_policy/{fulfillmentPolicyId},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api.ebay.com,DELETE,deletePaymentPolicy,/payment_policy/{payment_policy_id},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api.ebay.com,DELETE,deleteReturnPolicy,/return_policy/{return_policy_id},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api.ebay.com,DELETE,deleteSalesTax,/sales_tax/{countryCode}/{jurisdictionId},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api.ebay.com,PUT,createOrReplaceSalesTax,/sales_tax/{countryCode}/{jurisdictionId},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api.ebay.com,PUT,updateFulfillmentPolicy,/fulfillment_policy/{fulfillmentPolicyId},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api.ebay.com,PUT,updatePaymentPolicy,/payment_policy/{payment_policy_id},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api.video,DELETE,DELETE_live-streams-liveStreamId,/live-streams/{liveStreamId},Delete a live stream,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,api.video,DELETE,DELETE_live-streams-liveStreamId-thumbnail,/live-streams/{liveStreamId}/thumbnail,Delete a thumbnail,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api.video,DELETE,DELETE_players-playerId,/players/{playerId},Delete a player,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,api.video,DELETE,DELETE_players-playerId-logo,/players/{playerId}/logo,Delete logo,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api.video,DELETE,DELETE_upload-tokens-uploadToken,/upload-tokens/{uploadToken},Delete an upload token,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,api.video,DELETE,DELETE_videos-videoId-chapters-language,/videos/{videoId}/chapters/{language},Delete a chapter,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,api.video,PATCH,PATCH_live-streams-liveStreamId,/live-streams/{liveStreamId},Update a live stream,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,api.video,PATCH,PATCH_players-playerId,/players/{playerId},Update a player,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,api2cart.com,DELETE,BasketLiveShippingServiceDelete,/basket.live_shipping_service.delete.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api2cart.com,DELETE,CartCouponDelete,/cart.coupon.delete.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,DELETE,CartDelete,/cart.delete.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,DELETE,CartMetaDataUnset,/cart.meta_data.unset.json,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,api2cart.com,DELETE,OrderShipmentDelete,/order.shipment.delete.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,DELETE,ProductPriceDelete,/product.price.delete.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,DELETE,ProductVariantPriceDelete,/product.variant.price.delete.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,PUT,AccountConfigUpdate,/account.config.update.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api2cart.com,PUT,CartConfigUpdate,/cart.config.update.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,PUT,OrderShipmentUpdate,/order.shipment.update.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,api2cart.com,PUT,OrderUpdate,/order.update.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,api2cart.com,PUT,ProductPriceUpdate,/product.price.update.json,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apicurio.local,DELETE,deleteArtifactsInGroup,/groups/{groupId}/artifacts,Delete artifacts in group,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apicurio.local,DELETE,deleteGlobalRule,/admin/rules/{rule},Delete global rule,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apicurio.local,DELETE,deleteGroupById,/groups/{groupId},Delete a group by the specified ID.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apicurio.local,DELETE,resetConfigProperty,/admin/config/properties/{propertyName},Reset a configuration property,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apicurio.local,PUT,updateGlobalRuleConfig,/admin/rules/{rule},Update global rule configuration,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apideck.com,DELETE,activitiesDelete,/crm/activities/{id},Delete activity,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,apideck.com,DELETE,billsDelete,/accounting/bills/{id},Delete Bill,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,DELETE,collectionTicketsDelete,/issue-tracking/collections/{collection_id}/tickets/{ticket_id},Delete Ticket,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,DELETE,creditNotesDelete,/accounting/credit-notes/{id},Delete Credit Note,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,apideck.com,DELETE,invoiceItemsDelete,/accounting/invoice-items/{id},Delete Invoice Item,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,DELETE,invoicesDelete,/accounting/invoices/{id},Delete Invoice,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,DELETE,journalEntriesDelete,/accounting/journal-entries/{id},Delete Journal Entry,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apideck.com,DELETE,leadsDelete,/lead/leads/{id},Delete lead,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apideck.com,DELETE,modifiersDelete,/pos/modifiers/{id},Delete Modifier,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,DELETE,ordersDelete,/pos/orders/{id},Delete Order,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,DELETE,tendersDelete,/pos/tenders/{id},Delete Tender,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,PATCH,activitiesUpdate,/crm/activities/{id},Update activity,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apideck.com,PATCH,creditNotesUpdate,/accounting/credit-notes/{id},Update Credit Note,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,apideck.com,PATCH,invoicesUpdate,/accounting/invoices/{id},Update Invoice,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apideck.com,PATCH,messagesUpdate,/sms/messages/{id},Update Message,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apideck.com,PATCH,modifiersUpdate,/pos/modifiers/{id},Update Modifier,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,apideck.com,PATCH,ordersUpdate,/pos/orders/{id},Update Order,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,apigee.local,DELETE,Registry_DeleteArtifact,/v1/projects/{project}/locations/{location}/artifacts/{artifact},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
