row_id,provider,api_key,method,path,operationId
43,adobe.com,adobe.com:aem,DELETE,/{path}/{name},deleteNode
44,adobe.com,adobe.com:aem,DELETE,/etc/replication/agents.{runmode}/{name},deleteAgent
45,agco-ats.com,agco-ats.com,DELETE,/api/v2/agents/{agentID},Agents_DeleteAgent
46,agco-ats.com,agco-ats.com,DELETE,/api/v2/AuthorizationCategories/{id},AuthorizationCategories_Delete
47,agco-ats.com,agco-ats.com,DELETE,/api/v2/Bundles/{ID},Bundles_DeleteBundle
48,agco-ats.com,agco-ats.com,DELETE,/api/v2/GlobalImages/{ID},GlobalImages_DeleteFile
49,agco-ats.com,agco-ats.com,DELETE,/api/v2/Packages/{ID},Packages_DeletePackage
50,agco-ats.com,agco-ats.com,DELETE,/api/v2/UpdateGroups/{id}/Users/{userID},UpdateGroups_RemoveUpdateGroupUser
51,agco-ats.com,agco-ats.com,PUT,/api/v2/activityRuns/{activityRunID}/status,ActivityRuns_PutActivityRunStatus
52,agco-ats.com,agco-ats.com,PUT,/api/v2/AftermarketServices/Engines/{serialNumber}/IQACodes,AftermarketServices_PutIQACodes
53,agco-ats.com,agco-ats.com,PUT,/api/v2/ContentSubmissionAttributes/Batch,ContentSubmissions_PutContentSubmissionAttributes
54,agco-ats.com,agco-ats.com,PUT,/api/v2/ContentSubmissionTypes/{id},ContentSubmissionTypes_PutContentSubmissionType
55,agco-ats.com,agco-ats.com,PUT,/api/v2/GlobalImages/{ID}/ImageContents,GlobalImages_PutGlobalImageContents
56,agco-ats.com,agco-ats.com,PUT,/api/v2/jobs/{jobID},Jobs_PutJob
57,agco-ats.com,agco-ats.com,PUT,/api/v2/Languages/{LocaleID},Languages_UpdateLanguage
58,agco-ats.com,agco-ats.com,PUT,/api/v2/PackageTypetoBundles,PackageTypetoBundles_Put
59,agco-ats.com,agco-ats.com,PUT,/api/v2/Releases/{releaseId},Release_PutContentDefinition
60,agco-ats.com,agco-ats.com,PUT,/api/v2/Roles/{id}/Permissions,Roles_PutRolePermissions
61,agco-ats.com,agco-ats.com,PUT,/api/v2/Roles/{id}/Users,
62,agco-ats.com,agco-ats.com,PUT,/api/v2/StringDefinitions/Batch,StringDefinitions_UpdateDefinitions
63,agco-ats.com,agco-ats.com,PUT,/api/v2/TranslationKeys/{ID},TranslationKeys_UpdateTranslationKey
64,agco-ats.com,agco-ats.com,PUT,/api/v2/TranslationRequests/{Id},TranslationRequests_UpdateTranslationRequest
65,agco-ats.com,agco-ats.com,PUT,/api/v2/UpdateGroupClientRelationships/{RelationshipID},UpdateGroupClientRelationships_PutSubscription
66,agco-ats.com,agco-ats.com,PUT,/api/v2/Users/{id}/Roles,UserPermissions_Put
67,akeneo.com,akeneo.com,DELETE,/api/rest/v1/asset-families/{asset_family_code}/assets/{code},delete_assets__code_
68,akeneo.com,akeneo.com,DELETE,/api/rest/v1/product-models/{code},delete_product_models__code_
69,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-categories,patch_asset_categories
70,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-categories/{code},patch_asset_categories__code_
71,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/assets,patch_assets
72,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/assets/{code},patch_asset__code_
73,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/attributes/{attribute_code}/options/{code},patch_asset_attributes__attribute_code__options__code_
74,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/attributes/{code},patch_asset_family_attributes__code_
75,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-tags/{code},patch_asset_tags__code_
76,akeneo.com,akeneo.com,PATCH,/api/rest/v1/assets,patch_pam_assets
77,akeneo.com,akeneo.com,PATCH,/api/rest/v1/assets/{code},patch_pam_assets__code_
78,akeneo.com,akeneo.com,PATCH,/api/rest/v1/association-types,several_association_types_patch
79,akeneo.com,akeneo.com,PATCH,/api/rest/v1/association-types/{code},association_types_patch
80,akeneo.com,akeneo.com,PATCH,/api/rest/v1/channels,several_channels_patch
81,akeneo.com,akeneo.com,PATCH,/api/rest/v1/families,patch_families
82,akeneo.com,akeneo.com,PATCH,/api/rest/v1/families/{family_code}/variants/{code},patch_families__family_code__variants__code__
83,akeneo.com,akeneo.com,PATCH,/api/rest/v1/products,patch_products
84,akeneo.com,akeneo.com,PATCH,/api/rest/v1/products-uuid,patch_products_uuid
85,akeneo.com,akeneo.com,PATCH,/api/rest/v1/products/{code},patch_products__code_
86,akeneo.com,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/attributes/{attribute_code}/options/{code},patch_reference_entity_attributes__attribute_code__options__code_
87,akeneo.com,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/attributes/{code},patch_reference_entity_attributes__code_
88,akeneo.com,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/records,patch_reference_entity_records
89,alertersystem.com,alertersystem.com,DELETE,/api/transport-all-my-sms/{id},api_transport-all-my-sms_id_delete
90,alertersystem.com,alertersystem.com,DELETE,/api/transport-bandwidth/{id},api_transport-bandwidth_id_delete
91,alertersystem.com,alertersystem.com,DELETE,/api/transport-firebase/{id},api_transport-firebase_id_delete
92,alertersystem.com,alertersystem.com,DELETE,/api/transport-free-mobile/{id},api_transport-free-mobile_id_delete
93,alertersystem.com,alertersystem.com,DELETE,/api/transport-gotify/{id},api_transport-gotify_id_delete
94,alertersystem.com,alertersystem.com,DELETE,/api/transport-iqsms/{id},api_transport-iqsms_id_delete
95,alertersystem.com,alertersystem.com,DELETE,/api/transport-line-notify/{id},api_transport-line-notify_id_delete
96,alertersystem.com,alertersystem.com,DELETE,/api/transport-message-media/{id},api_transport-message-media_id_delete
97,alertersystem.com,alertersystem.com,DELETE,/api/transport-octopush/{id},api_transport-octopush_id_delete
98,alertersystem.com,alertersystem.com,DELETE,/api/transport-pushy/{id},api_transport-pushy_id_delete
99,alertersystem.com,alertersystem.com,DELETE,/api/transport-twilio/{id},api_transport-twilio_id_delete
100,alertersystem.com,alertersystem.com,PUT,/api/alert-service/{id},api_alert-service_id_put
101,alertersystem.com,alertersystem.com,PUT,/api/partition/{id},api_partition_id_put
102,alertersystem.com,alertersystem.com,PUT,/api/team-member/{id},api_team-member_id_put
103,alertersystem.com,alertersystem.com,PUT,/api/transport-alerta/{id},api_transport-alerta_id_put
104,alertersystem.com,alertersystem.com,PUT,/api/transport-email/{id},api_transport-email_id_put
105,alertersystem.com,alertersystem.com,PUT,/api/transport-gotify/{id},api_transport-gotify_id_put
106,alertersystem.com,alertersystem.com,PUT,/api/transport-opsgenie/{id},api_transport-opsgenie_id_put
107,alertersystem.com,alertersystem.com,PUT,/api/transport-pushy/{id},api_transport-pushy_id_put
108,alertersystem.com,alertersystem.com,PUT,/api/transport-smsmode/{id},api_transport-smsmode_id_put
109,alertersystem.com,alertersystem.com,PUT,/api/transport-vonage/{id},api_transport-vonage_id_put
110,alertersystem.com,alertersystem.com,PUT,/api/transport-yunpian/{id},api_transport-yunpian_id_put
111,amadeus.com,amadeus.com:amadeus-flight-order-management,DELETE,/booking/flight-orders/{flight-orderId},cancelFlightOrder
112,anchore.io,anchore.io,DELETE,/accounts/{accountname},delete_account
113,anchore.io,anchore.io,DELETE,/accounts/{accountname}/users/{username},delete_user
114,anchore.io,anchore.io,DELETE,/archives/images/{imageDigest},delete_archived_analysis
115,anchore.io,anchore.io,DELETE,/archives/rules/{ruleId},delete_analysis_archive_rule
116,anchore.io,anchore.io,DELETE,/events,delete_events
117,anchore.io,anchore.io,DELETE,/events/{eventId},delete_event
118,anchore.io,anchore.io,DELETE,/images,delete_images_async
119,anchore.io,anchore.io,DELETE,/images/{imageDigest},delete_image
120,anchore.io,anchore.io,DELETE,/images/by_id/{imageId},delete_image_by_imageId
121,anchore.io,anchore.io,DELETE,/imports/images/{operation_id},invalidate_operation
122,anchore.io,anchore.io,DELETE,/policies/{policyId},delete_policy
123,anchore.io,anchore.io,DELETE,/registries/{registry},delete_registry
124,anchore.io,anchore.io,DELETE,/subscriptions/{subscriptionId},delete_subscription
125,anchore.io,anchore.io,DELETE,/system/feeds/{feed},delete_feed
126,anchore.io,anchore.io,DELETE,/system/feeds/{feed}/{group},delete_feed_group
127,anchore.io,anchore.io,DELETE,/system/services/{servicename}/{hostid},delete_service
128,anchore.io,anchore.io,PUT,/accounts/{accountname}/state,update_account_state
129,anchore.io,anchore.io,PUT,/policies/{policyId},update_policy
130,anchore.io,anchore.io,PUT,/registries/{registry},update_registry
131,anchore.io,anchore.io,PUT,/subscriptions/{subscriptionId},update_subscription
132,anchore.io,anchore.io,PUT,/system/feeds/{feed},toggle_feed_enabled
133,anchore.io,anchore.io,PUT,/system/feeds/{feed}/{group},toggle_group_enabled
134,apache.org,apache.org:airflow,DELETE,/connections/{connection_id},delete_connection
135,apache.org,apache.org,DELETE,/dags/{dag_id},delete_dag
136,apache.org,apache.org,DELETE,/dags/{dag_id}/dagRuns/{dag_run_id},delete_dag_run
137,apache.org,apache.org:airflow,DELETE,/dags/{dag_id}/dagRuns/{dag_run_id},delete_dag_run
138,apache.org,apache.org,DELETE,/roles/{role_name},delete_role
139,apache.org,apache.org,DELETE,/users/{username},delete_user
140,apache.org,apache.org:airflow,DELETE,/users/{username},delete_user
141,apache.org,apache.org,PATCH,/connections/{connection_id},patch_connection
142,apache.org,apache.org:airflow,PATCH,/connections/{connection_id},patch_connection
143,apache.org,apache.org,PATCH,/dags,patch_dags
144,apache.org,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id},update_dag_run_state
145,apache.org,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/setNote,set_dag_run_note
146,apache.org,apache.org:airflow,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id},patch_task_instance
147,apache.org,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id},patch_task_instance
148,apache.org,apache.org:airflow,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index},patch_mapped_task_instance
149,apache.org,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index},patch_mapped_task_instance
150,apache.org,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index}/setNote,set_mapped_task_instance_note
151,apache.org,apache.org,PATCH,/pools/{pool_name},patch_pool
152,apache.org,apache.org:airflow,PATCH,/pools/{pool_name},patch_pool
153,apache.org,apache.org:airflow,PATCH,/roles/{role_name},patch_role
154,apache.org,apache.org,PATCH,/roles/{role_name},patch_role
155,apache.org,apache.org:airflow,PATCH,/variables/{variable_key},patch_variable
156,apacta.com,apacta.com,DELETE,/activities/{activity_id},
157,apacta.com,apacta.com,DELETE,/activities/bulkDelete,
158,apacta.com,apacta.com,DELETE,/clocking_records/{clocking_record_id},
159,apacta.com,apacta.com,DELETE,/companies_vendors/bulkDelete,bulkCompaniesVendors
160,apacta.com,apacta.com,DELETE,/companies/{company_id}/price_margins/{price_margins_id},
161,apacta.com,apacta.com,DELETE,/contacts/{contact_id}/contact_persons/{contact_person_id},
162,apacta.com,apacta.com,DELETE,/events/{event_id},
163,apacta.com,apacta.com,DELETE,/forms/{form_id},
164,apacta.com,apacta.com,DELETE,/invoices/{invoice_id}/files/{file_id},
165,apacta.com,apacta.com,DELETE,/products/{product_id}/variants/{variant_type}/{variant_id},
166,apacta.com,apacta.com,DELETE,/project_statuses/bulkDelete,
167,apacta.com,apacta.com,DELETE,/projects/{project_id},
168,apacta.com,apacta.com,DELETE,/projects/{project_id}/files/{file_id}/,
169,apacta.com,apacta.com,DELETE,/time_entries/{time_entry_id},
170,apacta.com,apacta.com,DELETE,/time_entry_types/bulkDelete,bulkDeleteTimeEntryTypes
171,apacta.com,apacta.com,DELETE,/users/{user_id},
172,apacta.com,apacta.com,PUT,/expenses/{expense_id},
173,apacta.com,apacta.com,PUT,/forms/{form_id},
174,apacta.com,apacta.com,PUT,/invoice_lines/{invoice_line_id},
175,apacta.com,apacta.com,PUT,/invoices/{invoice_id},
176,apacta.com,apacta.com,PUT,/offer_statuses/{offer_status_id},
177,apacta.com,apacta.com,PUT,/vendors/{vendor_id},editVendor
178,api.ebay.com,api.ebay.com:sell-account,DELETE,/fulfillment_policy/{fulfillmentPolicyId},deleteFulfillmentPolicy
179,api.ebay.com,api.ebay.com:sell-account,DELETE,/payment_policy/{payment_policy_id},deletePaymentPolicy
180,api.ebay.com,api.ebay.com:sell-account,DELETE,/return_policy/{return_policy_id},deleteReturnPolicy
181,api.ebay.com,api.ebay.com:sell-account,DELETE,/sales_tax/{countryCode}/{jurisdictionId},deleteSalesTax
182,api.ebay.com,api.ebay.com:sell-account,PUT,/custom_policy/{custom_policy_id},updateCustomPolicy
183,api.ebay.com,api.ebay.com:sell-account,PUT,/fulfillment_policy/{fulfillmentPolicyId},updateFulfillmentPolicy
184,api.ebay.com,api.ebay.com:sell-account,PUT,/payment_policy/{payment_policy_id},updatePaymentPolicy
185,api.ebay.com,api.ebay.com:sell-account,PUT,/sales_tax/{countryCode}/{jurisdictionId},createOrReplaceSalesTax
186,api.video,api.video,DELETE,/live-streams/{liveStreamId},DELETE_live-streams-liveStreamId
187,api.video,api.video,DELETE,/live-streams/{liveStreamId}/thumbnail,DELETE_live-streams-liveStreamId-thumbnail
188,api.video,api.video,DELETE,/players/{playerId},DELETE_players-playerId
189,api.video,api.video,DELETE,/players/{playerId}/logo,DELETE_players-playerId-logo
190,api.video,api.video,DELETE,/upload-tokens/{uploadToken},DELETE_upload-tokens-uploadToken
191,api.video,api.video,DELETE,/videos/{videoId},DELETE-video
192,api.video,api.video,DELETE,/videos/{videoId}/captions/{language},DELETE_videos-videoId-captions-language
193,api.video,api.video,DELETE,/videos/{videoId}/chapters/{language},DELETE_videos-videoId-chapters-language
194,api.video,api.video,DELETE,/webhooks/{webhookId},DELETE-webhook
195,api.video,api.video,PATCH,/live-streams/{liveStreamId},PATCH_live-streams-liveStreamId
196,api.video,api.video,PATCH,/players/{playerId},PATCH_players-playerId
197,api.video,api.video,PATCH,/videos/{videoId},PATCH-video
198,api.video,api.video,PATCH,/videos/{videoId}/captions/{language},PATCH_videos-videoId-captions-language
199,api.video,api.video,PATCH,/videos/{videoId}/thumbnail,PATCH_videos-videoId-thumbnail
200,api2cart.com,api2cart.com,DELETE,/basket.live_shipping_service.delete.json,BasketLiveShippingServiceDelete
201,api2cart.com,api2cart.com,DELETE,/cart.coupon.delete.json,CartCouponDelete
202,api2cart.com,api2cart.com,DELETE,/cart.meta_data.unset.json,CartMetaDataUnset
203,api2cart.com,api2cart.com,DELETE,/cart.script.delete.json,CartScriptDelete
204,api2cart.com,api2cart.com,DELETE,/category.image.delete.json,CategoryImageDelete
205,api2cart.com,api2cart.com,DELETE,/order.shipment.delete.json,OrderShipmentDelete
206,api2cart.com,api2cart.com,DELETE,/product.delete.json,ProductDelete
207,api2cart.com,api2cart.com,DELETE,/product.price.delete.json,ProductPriceDelete
208,api2cart.com,api2cart.com,DELETE,/product.variant.image.delete.json,ProductVariantImageDelete
209,api2cart.com,api2cart.com,DELETE,/product.variant.price.delete.json,ProductVariantPriceDelete
210,api2cart.com,api2cart.com,DELETE,/webhook.delete.json,WebhookDelete
211,api2cart.com,api2cart.com,PUT,/account.config.update.json,AccountConfigUpdate
212,api2cart.com,api2cart.com,PUT,/category.update.json,CategoryUpdate
213,api2cart.com,api2cart.com,PUT,/customer.update.json,CustomerUpdate
214,api2cart.com,api2cart.com,PUT,/order.shipment.update.json,OrderShipmentUpdate
215,api2cart.com,api2cart.com,PUT,/order.update.json,OrderUpdate
216,api2cart.com,api2cart.com,PUT,/product.option.value.update.json,ProductOptionValueUpdate
217,api2cart.com,api2cart.com,PUT,/product.price.update.json,ProductPriceUpdate
218,api2cart.com,api2cart.com,PUT,/product.update.json,ProductUpdate
219,api2cart.com,api2cart.com,PUT,/product.variant.price.update.json,ProductVariantPriceUpdate
220,api2cart.com,api2cart.com,PUT,/product.variant.update.json,ProductVariantUpdate
221,api2cart.com,api2cart.com,PUT,/webhook.update.json,WebhookUpdate
222,apicurio.local,apicurio.local:registry,DELETE,/admin/config/properties/{propertyName},resetConfigProperty
223,apicurio.local,apicurio.local:registry,DELETE,/admin/loggers/{logger},removeLogConfiguration
224,apicurio.local,apicurio.local:registry,DELETE,/admin/rules,deleteAllGlobalRules
225,apicurio.local,apicurio.local:registry,DELETE,/admin/rules/{rule},deleteGlobalRule
226,apicurio.local,apicurio.local:registry,DELETE,/groups/{groupId},deleteGroupById
227,apicurio.local,apicurio.local:registry,DELETE,/groups/{groupId}/artifacts,deleteArtifactsInGroup
228,apicurio.local,apicurio.local:registry,DELETE,/groups/{groupId}/artifacts/{artifactId},deleteArtifact
229,apicurio.local,apicurio.local:registry,DELETE,/groups/{groupId}/artifacts/{artifactId}/rules,deleteArtifactRules
230,apicurio.local,apicurio.local:registry,DELETE,/groups/{groupId}/artifacts/{artifactId}/rules/{rule},deleteArtifactRule
231,apicurio.local,apicurio.local:registry,DELETE,/groups/{groupId}/artifacts/{artifactId}/versions/{version}/meta,deleteArtifactVersionMetaData
232,apicurio.local,apicurio.local:registry,PUT,/admin/config/properties/{propertyName},updateConfigProperty
233,apicurio.local,apicurio.local:registry,PUT,/admin/loggers/{logger},setLogConfiguration
234,apicurio.local,apicurio.local:registry,PUT,/admin/roleMappings/{principalId},updateRoleMapping
235,apicurio.local,apicurio.local:registry,PUT,/admin/rules/{rule},updateGlobalRuleConfig
236,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId},updateArtifact
237,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/meta,updateArtifactMetaData
238,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/owner,updateArtifactOwner
239,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/rules/{rule},updateArtifactRuleConfig
240,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/state,updateArtifactState
241,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/test,testUpdateArtifact
242,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/versions/{version}/meta,updateArtifactVersionMetaData
243,apicurio.local,apicurio.local:registry,PUT,/groups/{groupId}/artifacts/{artifactId}/versions/{version}/state,updateArtifactVersionState
244,apidapp.com,apidapp.com,DELETE,/key/{key},
245,apideck.com,apideck.com:accounting,DELETE,/accounting/invoices/{id},invoicesDelete
246,apideck.com,apideck.com:accounting,DELETE,/accounting/payments/{id},paymentsDelete
247,apideck.com,apideck.com:crm,DELETE,/crm/activities/{id},activitiesDelete
248,apideck.com,apideck.com:crm,DELETE,/crm/leads/{id},leadsDelete
249,apideck.com,apideck.com:customer-support,DELETE,/customer-support/customers/{id},customersDelete
250,apideck.com,apideck.com:file-storage,DELETE,/file-storage/drive-groups/{id},driveGroupsDelete
251,apideck.com,apideck.com:hris,DELETE,/hris/departments/{id},departmentsDelete
252,apideck.com,apideck.com:hris,DELETE,/hris/employees/{id},employeesDelete
253,apideck.com,apideck.com:issue-tracking,DELETE,/issue-tracking/collections/{collection_id}/tickets/{ticket_id},collectionTicketsDelete
254,apideck.com,apideck.com:lead,DELETE,/lead/leads/{id},leadsDelete
255,apideck.com,apideck.com:pos,DELETE,/pos/merchants/{id},merchantsDelete
256,apideck.com,apideck.com:accounting,PATCH,/accounting/bills/{id},billsUpdate
257,apideck.com,apideck.com:accounting,PATCH,/accounting/journal-entries/{id},journalEntriesUpdate
258,apideck.com,apideck.com:accounting,PATCH,/accounting/payments/{id},paymentsUpdate
259,apideck.com,apideck.com:crm,PATCH,/crm/leads/{id},leadsUpdate
260,apideck.com,apideck.com:crm,PATCH,/crm/pipelines/{id},pipelinesUpdate
261,apideck.com,apideck.com:file-storage,PATCH,/file-storage/shared-links/{id},sharedLinksUpdate
262,apideck.com,apideck.com:hris,PATCH,/hris/time-off-requests/{id},timeOffRequestsUpdate
263,apideck.com,apideck.com:pos,PATCH,/pos/locations/{id},locationsUpdate
264,apideck.com,apideck.com:pos,PATCH,/pos/order-types/{id},orderTypesUpdate
265,apideck.com,apideck.com:pos,PATCH,/pos/orders/{id},ordersUpdate
266,apideck.com,apideck.com:vault,PATCH,/vault/connections/{unified_api}/{service_id}/{resource}/config,connectionSettingsUpdate
267,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/apis/{api},Registry_DeleteApi
268,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/apis/{api}/deployments/{deployment},Registry_DeleteApiDeployment
269,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/apis/{api}/deployments/{deployment}:deleteRevision,Registry_DeleteApiDeploymentRevision
270,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/apis/{api}/versions/{version},Registry_DeleteApiVersion
271,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/apis/{api}/versions/{version}/specs/{spec},Registry_DeleteApiSpec
272,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/apis/{api}/versions/{version}/specs/{spec}:deleteRevision,Registry_DeleteApiSpecRevision
273,apigee.local,apigee.local:registry,DELETE,/v1/projects/{project}/locations/{location}/artifacts/{artifact},Registry_DeleteArtifact
274,apigee.local,apigee.local:registry,PATCH,/v1/projects/{project}/locations/{location}/apis/{api},Registry_UpdateApi
275,apigee.local,apigee.local:registry,PATCH,/v1/projects/{project}/locations/{location}/apis/{api}/deployments/{deployment},Registry_UpdateApiDeployment
276,apigee.local,apigee.local:registry,PATCH,/v1/projects/{project}/locations/{location}/apis/{api}/versions/{version},Registry_UpdateApiVersion
277,apigee.local,apigee.local:registry,PATCH,/v1/projects/{project}/locations/{location}/apis/{api}/versions/{version}/specs/{spec},Registry_UpdateApiSpec
278,apigee.local,apigee.local:registry,PUT,/v1/projects/{project}/locations/{location}/artifacts/{artifact},Registry_ReplaceArtifact
279,apispot.io,apispot.io:whois,DELETE,/batch/{id},deleteBatch
280,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/branches/{branch}/config,branchConfigurations_delete
281,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/distribution_groups/{distribution_group_name}/releases/{release_id},releases_deleteWithDistributionGroupId
282,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/errors/errorGroups/{errorGroupId}/errors/{errorId},Errors_DeleteError
283,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/invitations/{user_email},appInvitations_delete
284,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/owner/device_sets/{id},test_deleteDeviceSetOfOwner
285,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/releases/{release_id},releases_delete
286,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/releases/{release_id}/groups/{group_id},releases_deleteDistributionGroup
287,appcenter.ms,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/test_series/{test_series_slug},test_deleteTestSeries
288,appcenter.ms,appcenter.ms,DELETE,/v0.1/orgs/{org_name}/avatar,organization_deleteAvatar
289,appcenter.ms,appcenter.ms,DELETE,/v0.1/orgs/{org_name}/teams/{team_name},teams_delete
290,appcenter.ms,appcenter.ms,DELETE,/v0.1/orgs/{org_name}/users/{user_name},users_removeFromOrg
291,appcenter.ms,appcenter.ms,PATCH,/v0.1/apps/{owner_name}/{app_name}/builds/{build_id},builds_update
