row_id,part,provider,method,path,operationId
pc-r0185,1,stripe,POST,/v1/disputes/{dispute},PostDisputesDispute
pc-r0186,7,stripe,POST,/v1/disputes/{dispute}/close,PostDisputesDisputeClose
pc-r0192,2,stripe,POST,/v1/entitlements/features/{id},PostEntitlementsFeaturesId
pc-r0194,6,stripe,DELETE,/v1/ephemeral_keys/{key},DeleteEphemeralKeysKey
pc-r0199,2,stripe,POST,/v1/external_accounts/{id},PostExternalAccountsId
pc-r0203,4,stripe,POST,/v1/file_links/{link},PostFileLinksLink
pc-r0209,8,stripe,POST,/v1/financial_connections/accounts/{account}/disconnect,PostFinancialConnectionsAccountsAccountDisconnect
pc-r0213,3,stripe,POST,/v1/financial_connections/accounts/{account}/unsubscribe,PostFinancialConnectionsAccountsAccountUnsubscribe
pc-r0226,5,stripe,POST,/v1/identity/verification_sessions/{session},PostIdentityVerificationSessionsSession
pc-r0227,9,stripe,POST,/v1/identity/verification_sessions/{session}/cancel,PostIdentityVerificationSessionsSessionCancel
pc-r0228,5,stripe,POST,/v1/identity/verification_sessions/{session}/redact,PostIdentityVerificationSessionsSessionRedact
pc-r0233,3,stripe,POST,/v1/invoice_rendering_templates/{template}/archive,PostInvoiceRenderingTemplatesTemplateArchive
pc-r0234,2,stripe,POST,/v1/invoice_rendering_templates/{template}/unarchive,PostInvoiceRenderingTemplatesTemplateUnarchive
pc-r0238,4,stripe,POST,/v1/invoiceitems/{invoiceitem},PostInvoiceitemsInvoiceitem
pc-r0239,4,stripe,DELETE,/v1/invoiceitems/{invoiceitem},DeleteInvoiceitemsInvoiceitem
pc-r0241,5,stripe,POST,/v1/invoices,PostInvoices
pc-r0245,7,stripe,POST,/v1/invoices/{invoice},PostInvoicesInvoice
pc-r0246,2,stripe,DELETE,/v1/invoices/{invoice},DeleteInvoicesInvoice
pc-r0247,1,stripe,POST,/v1/invoices/{invoice}/add_lines,PostInvoicesInvoiceAddLines
pc-r0251,2,stripe,POST,/v1/invoices/{invoice}/lines/{line_item_id},PostInvoicesInvoiceLinesLineItemId
pc-r0252,1,stripe,POST,/v1/invoices/{invoice}/mark_uncollectible,PostInvoicesInvoiceMarkUncollectible
pc-r0254,7,stripe,POST,/v1/invoices/{invoice}/remove_lines,PostInvoicesInvoiceRemoveLines
pc-r0256,5,stripe,POST,/v1/invoices/{invoice}/update_lines,PostInvoicesInvoiceUpdateLines
pc-r0257,1,stripe,POST,/v1/invoices/{invoice}/void,PostInvoicesInvoiceVoid
pc-r0260,9,stripe,POST,/v1/issuing/authorizations/{authorization},PostIssuingAuthorizationsAuthorization
pc-r0266,2,stripe,POST,/v1/issuing/cardholders/{cardholder},PostIssuingCardholdersCardholder
pc-r0270,2,stripe,POST,/v1/issuing/cards/{card},PostIssuingCardsCard
pc-r0274,6,stripe,POST,/v1/issuing/disputes/{dispute},PostIssuingDisputesDispute
pc-r0279,6,stripe,POST,/v1/issuing/personalization_designs/{personalization_design},PostIssuingPersonalizationDesignsPersonalizationDesign
pc-r0283,5,stripe,POST,/v1/issuing/settlements/{settlement},PostIssuingSettlementsSettlement
pc-r0286,3,stripe,POST,/v1/issuing/tokens/{token},PostIssuingTokensToken
pc-r0289,2,stripe,POST,/v1/issuing/transactions/{transaction},PostIssuingTransactionsTransaction
pc-r0294,3,stripe,POST,/v1/linked_accounts/{account}/disconnect,PostLinkedAccountsAccountDisconnect
pc-r0304,4,stripe,POST,/v1/payment_intents/{intent},PostPaymentIntentsIntent
pc-r0315,7,stripe,POST,/v1/payment_links/{payment_link},PostPaymentLinksPaymentLink
pc-r0320,6,stripe,POST,/v1/payment_method_configurations/{configuration},PostPaymentMethodConfigurationsConfiguration
pc-r0324,2,stripe,POST,/v1/payment_method_domains/{payment_method_domain},PostPaymentMethodDomainsPaymentMethodDomain
pc-r0325,4,stripe,POST,/v1/payment_method_domains/{payment_method_domain}/validate,PostPaymentMethodDomainsPaymentMethodDomainValidate
pc-r0329,1,stripe,POST,/v1/payment_methods/{payment_method},PostPaymentMethodsPaymentMethod
pc-r0330,1,stripe,POST,/v1/payment_methods/{payment_method}/attach,PostPaymentMethodsPaymentMethodAttach
pc-r0331,8,stripe,POST,/v1/payment_methods/{payment_method}/detach,PostPaymentMethodsPaymentMethodDetach
pc-r0336,9,stripe,POST,/v1/payment_records/{id}/report_payment_attempt_canceled,PostPaymentRecordsIdReportPaymentAttemptCanceled
pc-r0344,7,stripe,POST,/v1/payouts/{payout},PostPayoutsPayout
pc-r0345,3,stripe,POST,/v1/payouts/{payout}/cancel,PostPayoutsPayoutCancel
pc-r0350,3,stripe,POST,/v1/plans/{plan},PostPlansPlan
pc-r0351,2,stripe,DELETE,/v1/plans/{plan},DeletePlansPlan
pc-r0356,9,stripe,POST,/v1/prices/{price},PostPricesPrice
pc-r0361,9,stripe,POST,/v1/products/{id},PostProductsId
pc-r0362,4,stripe,DELETE,/v1/products/{id},DeleteProductsId
pc-r0366,6,stripe,DELETE,/v1/products/{product}/features/{id},DeleteProductsProductFeaturesId
pc-r0370,5,stripe,POST,/v1/promotion_codes/{promotion_code},PostPromotionCodesPromotionCode
pc-r0374,7,stripe,POST,/v1/quotes/{quote},PostQuotesQuote
pc-r0376,8,stripe,POST,/v1/quotes/{quote}/cancel,PostQuotesQuoteCancel
pc-r0378,8,stripe,POST,/v1/quotes/{quote}/finalize,PostQuotesQuoteFinalize
pc-r0387,7,stripe,DELETE,/v1/radar/value_list_items/{item},DeleteRadarValueListItemsItem
pc-r0391,6,stripe,POST,/v1/radar/value_lists/{value_list},PostRadarValueListsValueList
pc-r0392,1,stripe,DELETE,/v1/radar/value_lists/{value_list},DeleteRadarValueListsValueList
pc-r0396,9,stripe,POST,/v1/refunds/{refund},PostRefundsRefund
pc-r0397,4,stripe,POST,/v1/refunds/{refund}/cancel,PostRefundsRefundCancel
pc-r0405,9,stripe,POST,/v1/reviews/{review}/approve,PostReviewsReviewApprove
pc-r0410,2,stripe,POST,/v1/setup_intents/{intent},PostSetupIntentsIntent
pc-r0411,3,stripe,POST,/v1/setup_intents/{intent}/cancel,PostSetupIntentsIntentCancel
pc-r0417,7,stripe,POST,/v1/shipping_rates/{shipping_rate_token},PostShippingRatesShippingRateToken
pc-r0418,6,stripe,POST,/v1/sigma/saved_queries/{id},PostSigmaSavedQueriesId
pc-r0423,3,stripe,POST,/v1/sources/{source},PostSourcesSource
pc-r0431,2,stripe,POST,/v1/subscription_items/{item},PostSubscriptionItemsItem
pc-r0432,3,stripe,DELETE,/v1/subscription_items/{item},DeleteSubscriptionItemsItem
pc-r0436,8,stripe,POST,/v1/subscription_schedules/{schedule},PostSubscriptionSchedulesSchedule
pc-r0437,8,stripe,POST,/v1/subscription_schedules/{schedule}/cancel,PostSubscriptionSchedulesScheduleCancel
pc-r0438,1,stripe,POST,/v1/subscription_schedules/{schedule}/release,PostSubscriptionSchedulesScheduleRelease
pc-r0444,6,stripe,DELETE,/v1/subscriptions/{subscription_exposed_id},DeleteSubscriptionsSubscriptionExposedId
pc-r0445,6,stripe,DELETE,/v1/subscriptions/{subscription_exposed_id}/discount,DeleteSubscriptionsSubscriptionExposedIdDiscount
pc-r0446,9,stripe,POST,/v1/subscriptions/{subscription}/migrate,PostSubscriptionsSubscriptionMigrate
pc-r0455,9,stripe,POST,/v1/tax/registrations/{id},PostTaxRegistrationsId
pc-r0457,6,stripe,POST,/v1/tax/settings,PostTaxSettings
pc-r0467,3,stripe,DELETE,/v1/tax_ids/{id},DeleteTaxIdsId
pc-r0471,3,stripe,POST,/v1/tax_rates/{tax_rate},PostTaxRatesTaxRate
pc-r0475,9,stripe,POST,/v1/terminal/configurations/{configuration},PostTerminalConfigurationsConfiguration
pc-r0476,7,stripe,DELETE,/v1/terminal/configurations/{configuration},DeleteTerminalConfigurationsConfiguration
pc-r0481,7,stripe,POST,/v1/terminal/locations/{location},PostTerminalLocationsLocation
pc-r0482,7,stripe,DELETE,/v1/terminal/locations/{location},DeleteTerminalLocationsLocation
pc-r0487,7,stripe,POST,/v1/terminal/readers/{reader},PostTerminalReadersReader
pc-r0488,2,stripe,DELETE,/v1/terminal/readers/{reader},DeleteTerminalReadersReader
pc-r0489,6,stripe,POST,/v1/terminal/readers/{reader}/cancel_action,PostTerminalReadersReaderCancelAction
pc-r0496,8,stripe,POST,/v1/terminal/readers/{reader}/set_reader_display,PostTerminalReadersReaderSetReaderDisplay
pc-r0501,5,stripe,POST,/v1/test_helpers/issuing/authorizations/{authorization}/capture,PostTestHelpersIssuingAuthorizationsAuthorizationCapture
pc-r0502,4,stripe,POST,/v1/test_helpers/issuing/authorizations/{authorization}/expire,PostTestHelpersIssuingAuthorizationsAuthorizationExpire
pc-r0503,7,stripe,POST,/v1/test_helpers/issuing/authorizations/{authorization}/finalize_amount,PostTestHelpersIssuingAuthorizationsAuthorizationFinalizeAmount
pc-r0506,5,stripe,POST,/v1/test_helpers/issuing/authorizations/{authorization}/reverse,PostTestHelpersIssuingAuthorizationsAuthorizationReverse
pc-r0507,2,stripe,POST,/v1/test_helpers/issuing/cards/{card}/shipping/deliver,PostTestHelpersIssuingCardsCardShippingDeliver
pc-r0508,5,stripe,POST,/v1/test_helpers/issuing/cards/{card}/shipping/fail,PostTestHelpersIssuingCardsCardShippingFail
pc-r0509,4,stripe,POST,/v1/test_helpers/issuing/cards/{card}/shipping/return,PostTestHelpersIssuingCardsCardShippingReturn
pc-r0510,8,stripe,POST,/v1/test_helpers/issuing/cards/{card}/shipping/ship,PostTestHelpersIssuingCardsCardShippingShip
pc-r0511,5,stripe,POST,/v1/test_helpers/issuing/cards/{card}/shipping/submit,PostTestHelpersIssuingCardsCardShippingSubmit
pc-r0512,6,stripe,POST,/v1/test_helpers/issuing/personalization_designs/{personalization_design}/activate,PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignActivate
pc-r0513,5,stripe,POST,/v1/test_helpers/issuing/personalization_designs/{personalization_design}/deactivate,PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignDeactivate
pc-r0514,2,stripe,POST,/v1/test_helpers/issuing/personalization_designs/{personalization_design}/reject,PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignReject
pc-r0516,5,stripe,POST,/v1/test_helpers/issuing/settlements/{settlement}/complete,PostTestHelpersIssuingSettlementsSettlementComplete
pc-r0520,9,stripe,POST,/v1/test_helpers/refunds/{refund}/expire,PostTestHelpersRefundsRefundExpire
pc-r0527,3,stripe,DELETE,/v1/test_helpers/test_clocks/{test_clock},DeleteTestHelpersTestClocksTestClock
pc-r0529,9,stripe,POST,/v1/test_helpers/treasury/inbound_transfers/{id}/fail,PostTestHelpersTreasuryInboundTransfersIdFail
pc-r0530,8,stripe,POST,/v1/test_helpers/treasury/inbound_transfers/{id}/return,PostTestHelpersTreasuryInboundTransfersIdReturn
pc-r0532,7,stripe,POST,/v1/test_helpers/treasury/outbound_payments/{id},PostTestHelpersTreasuryOutboundPaymentsId
pc-r0533,6,stripe,POST,/v1/test_helpers/treasury/outbound_payments/{id}/fail,PostTestHelpersTreasuryOutboundPaymentsIdFail
pc-r0535,7,stripe,POST,/v1/test_helpers/treasury/outbound_payments/{id}/return,PostTestHelpersTreasuryOutboundPaymentsIdReturn
pc-r0536,1,stripe,POST,/v1/test_helpers/treasury/outbound_transfers/{outbound_transfer},PostTestHelpersTreasuryOutboundTransfersOutboundTransfer
pc-r0537,8,stripe,POST,/v1/test_helpers/treasury/outbound_transfers/{outbound_transfer}/fail,PostTestHelpersTreasuryOutboundTransfersOutboundTransferFail
pc-r0538,6,stripe,POST,/v1/test_helpers/treasury/outbound_transfers/{outbound_transfer}/post,PostTestHelpersTreasuryOutboundTransfersOutboundTransferPost
pc-r0539,7,stripe,POST,/v1/test_helpers/treasury/outbound_transfers/{outbound_transfer}/return,PostTestHelpersTreasuryOutboundTransfersOutboundTransferReturn
pc-r0547,8,stripe,POST,/v1/topups/{topup},PostTopupsTopup
pc-r0548,3,stripe,POST,/v1/topups/{topup}/cancel,PostTopupsTopupCancel
pc-r0554,3,stripe,POST,/v1/transfers/{transfer},PostTransfersTransfer
pc-r0556,1,stripe,POST,/v1/transfers/{transfer}/reversals/{id},PostTransfersTransferReversalsId
pc-r0566,1,stripe,POST,/v1/treasury/financial_accounts/{financial_account},PostTreasuryFinancialAccountsFinancialAccount
pc-r0567,8,stripe,POST,/v1/treasury/financial_accounts/{financial_account}/close,PostTreasuryFinancialAccountsFinancialAccountClose
pc-r0569,9,stripe,POST,/v1/treasury/financial_accounts/{financial_account}/features,PostTreasuryFinancialAccountsFinancialAccountFeatures
pc-r0573,4,stripe,POST,/v1/treasury/inbound_transfers/{inbound_transfer}/cancel,PostTreasuryInboundTransfersInboundTransferCancel
pc-r0577,6,stripe,POST,/v1/treasury/outbound_payments/{id}/cancel,PostTreasuryOutboundPaymentsIdCancel
pc-r0581,4,stripe,POST,/v1/treasury/outbound_transfers/{outbound_transfer}/cancel,PostTreasuryOutboundTransfersOutboundTransferCancel
pc-r0593,8,stripe,POST,/v1/webhook_endpoints/{webhook_endpoint},PostWebhookEndpointsWebhookEndpoint
pc-r0594,8,stripe,DELETE,/v1/webhook_endpoints/{webhook_endpoint},DeleteWebhookEndpointsWebhookEndpoint
pc-r0598,1,openai,POST,/assistants/{assistant_id},modifyAssistant
pc-r0599,2,openai,DELETE,/assistants/{assistant_id},deleteAssistant
pc-r0606,1,openai,POST,/audio/voice_consents/{consent_id},updateVoiceConsent
pc-r0607,2,openai,DELETE,/audio/voice_consents/{consent_id},deleteVoiceConsent
pc-r0612,5,openai,POST,/batches/{batch_id}/cancel,cancelBatch
pc-r0616,7,openai,POST,/chat/completions/{completion_id},updateChatCompletion
pc-r0617,1,openai,DELETE,/chat/completions/{completion_id},deleteChatCompletion
pc-r0623,3,openai,DELETE,/containers/{container_id},DeleteContainer
pc-r0627,4,openai,DELETE,/containers/{container_id}/files/{file_id},DeleteContainerFile
pc-r0632,5,openai,DELETE,/conversations/{conversation_id}/items/{item_id},deleteConversationItem
pc-r0637,6,openai,POST,/evals/{eval_id},updateEval
pc-r0638,4,openai,DELETE,/evals/{eval_id},deleteEval
pc-r0642,2,openai,POST,/evals/{eval_id}/runs/{run_id},cancelEvalRun
pc-r0643,3,openai,DELETE,/evals/{eval_id}/runs/{run_id},deleteEvalRun
pc-r0649,8,openai,DELETE,/files/{file_id},deleteFile
pc-r0659,5,openai,POST,/fine_tuning/jobs/{fine_tuning_job_id}/cancel,cancelFineTuningJob
pc-r0662,4,openai,POST,/fine_tuning/jobs/{fine_tuning_job_id}/pause,pauseFineTuningJob
pc-r0675,3,openai,DELETE,/models/{model},deleteModel
pc-r0680,6,openai,DELETE,/organization/admin_api_keys/{key_id},admin-api-keys-delete
pc-r0684,4,openai,POST,/organization/certificates/activate,activateOrganizationCertificates
pc-r0685,6,openai,POST,/organization/certificates/deactivate,deactivateOrganizationCertificates
pc-r0687,1,openai,POST,/organization/certificates/{certificate_id},modifyCertificate
pc-r0688,5,openai,DELETE,/organization/certificates/{certificate_id},deleteCertificate
pc-r0691,2,openai,POST,/organization/data_retention,update-organization-data-retention
pc-r0695,9,openai,POST,/organization/groups/{group_id},update-group
pc-r0696,3,openai,DELETE,/organization/groups/{group_id},delete-group
pc-r0712,8,openai,POST,/organization/projects/{project_id},modify-project
pc-r0715,1,openai,DELETE,/organization/projects/{project_id}/api_keys/{api_key_id},delete-project-api-key
pc-r0716,3,openai,POST,/organization/projects/{project_id}/archive,archive-project
pc-r0718,7,openai,POST,/organization/projects/{project_id}/certificates/activate,activateProjectCertificates
pc-r0719,9,openai,POST,/organization/projects/{project_id}/certificates/deactivate,deactivateProjectCertificates
pc-r0721,8,openai,POST,/organization/projects/{project_id}/data_retention,update-project-data-retention
pc-r0727,3,openai,POST,/organization/projects/{project_id}/hosted_tool_permissions,update-project-hosted-tool-permissions
pc-r0730,4,openai,DELETE,/organization/projects/{project_id}/model_permissions,delete-project-model-permissions
pc-r0732,4,openai,POST,/organization/projects/{project_id}/rate_limits/{rate_limit_id},update-project-rate-limits
pc-r0736,3,openai,POST,/organization/projects/{project_id}/service_accounts/{service_account_id},update-project-service-account
pc-r0737,8,openai,DELETE,/organization/projects/{project_id}/service_accounts/{service_account_id},delete-project-service-account
pc-r0741,5,openai,POST,/organization/projects/{project_id}/spend_alerts/{alert_id},update-project-spend-alert
pc-r0742,3,openai,DELETE,/organization/projects/{project_id}/spend_alerts/{alert_id},delete-project-spend-alert
pc-r0752,8,openai,DELETE,/organization/roles/{role_id},delete-role
pc-r0756,8,openai,POST,/organization/spend_alerts/{alert_id},update-organization-spend-alert
pc-r0757,8,openai,DELETE,/organization/spend_alerts/{alert_id},delete-organization-spend-alert
pc-r0784,9,openai,DELETE,/projects/{project_id}/roles/{role_id},delete-project-role
pc-r0800,2,openai,DELETE,/responses/{response_id},deleteResponse
pc-r0801,8,openai,POST,/responses/{response_id}/cancel,cancelResponse
pc-r0806,1,openai,POST,/threads/{thread_id},modifyThread
pc-r0807,6,openai,DELETE,/threads/{thread_id},deleteThread
pc-r0811,1,openai,POST,/threads/{thread_id}/messages/{message_id},modifyMessage
pc-r0812,2,openai,DELETE,/threads/{thread_id}/messages/{message_id},deleteMessage
pc-r0816,3,openai,POST,/threads/{thread_id}/runs/{run_id},modifyRun
pc-r0817,2,openai,POST,/threads/{thread_id}/runs/{run_id}/cancel,cancelRun
pc-r0822,5,openai,POST,/uploads/{upload_id}/cancel,cancelUpload
pc-r0828,5,openai,POST,/vector_stores/{vector_store_id},modifyVectorStore
pc-r0829,8,openai,DELETE,/vector_stores/{vector_store_id},deleteVectorStore
pc-r0832,9,openai,POST,/vector_stores/{vector_store_id}/file_batches/{batch_id}/cancel,cancelVectorStoreFileBatch
pc-r0837,1,openai,POST,/vector_stores/{vector_store_id}/files/{file_id},updateVectorStoreFileAttributes
pc-r0838,8,openai,DELETE,/vector_stores/{vector_store_id}/files/{file_id},deleteVectorStoreFile
pc-r0843,8,openai,POST,/conversations/{conversation_id},updateConversation
pc-r0844,7,openai,DELETE,/conversations/{conversation_id},deleteConversation
pc-r0848,3,openai,POST,/organization/spend_limit,Updateorganizationspendlimit
pc-r0849,6,openai,DELETE,/organization/spend_limit,Deleteorganizationspendlimit
pc-r0851,6,openai,POST,/organization/projects/{project_id}/spend_limit,Updateprojectspendlimit
pc-r0852,9,openai,DELETE,/organization/projects/{project_id}/spend_limit,Deleteprojectspendlimit
pc-r0862,1,openai,DELETE,/videos/{video_id},DeleteVideo
pc-r0870,5,openai,POST,/skills/{skill_id},UpdateSkillDefaultVersion
pc-r0871,2,openai,DELETE,/skills/{skill_id},DeleteSkill
pc-r0876,2,openai,DELETE,/skills/{skill_id}/versions/{version},DeleteSkillVersion
pc-r0878,6,openai,POST,/chatkit/sessions/{session_id}/cancel,CancelChatSessionMethod
pc-r0882,8,openai,DELETE,/chatkit/threads/{thread_id},DeleteThreadMethod
pc-r0896,6,openai,POST,/agents/{agent_id},updateAgent
pc-r0897,9,openai,DELETE,/agents/{agent_id},deleteAgent
pc-r0901,9,openai,POST,/agents/environments/templates/{environment_template_id},updateAgentEnvironmentTemplate
pc-r0902,8,openai,DELETE,/agents/environments/templates/{environment_template_id},deleteAgentEnvironmentTemplate
pc-r0906,1,openai,POST,/agents/sessions/{session_id},updateAgentSession
pc-r0907,4,openai,DELETE,/agents/sessions/{session_id},deleteAgentSession
pc-r0910,5,openai,DELETE,/agents/sessions/{session_id}/artifacts/{artifact_id},deleteAgentSessionArtifact
pc-r0920,5,openai,DELETE,/vaults/{vault_id},deleteVault
pc-r0924,9,openai,POST,/vaults/{vault_id}/credentials/{credential_id},rotateVaultCredential
pc-r0925,1,openai,DELETE,/vaults/{vault_id}/credentials/{credential_id},deleteVaultCredential
pc-r0929,8,openai,POST,/webhook_endpoints/{webhook_endpoint_id},UpdateWebhookEndpoint
pc-r0930,3,openai,DELETE,/webhook_endpoints/{webhook_endpoint_id},DeleteWebhookEndpoint
pc-r0931,9,openai,POST,/webhook_endpoints/{webhook_endpoint_id}/rotate_secret,RotateWebhookEndpointSigningSecret
pc-r0936,2,openai,DELETE,/responses/{response_id}?beta=true,beta_deleteResponse
pc-r0937,9,openai,POST,/responses/{response_id}/cancel?beta=true,beta_cancelResponse
pc-r0941,9,square,POST,/oauth2/revoke,RevokeToken
pc-r0946,8,square,PUT,/v1/{location_id}/orders/{order_id},V1UpdateOrder
pc-r0952,4,square,POST,/v2/bank-accounts/{bank_account_id}/disable,DisableBankAccount
pc-r0961,5,square,PUT,/v2/bookings/custom-attribute-definitions/{key},UpdateBookingCustomAttributeDefinition
pc-r0962,5,square,DELETE,/v2/bookings/custom-attribute-definitions/{key},DeleteBookingCustomAttributeDefinition
pc-r0963,1,square,POST,/v2/bookings/custom-attributes/bulk-delete,BulkDeleteBookingCustomAttributes
pc-r0964,3,square,POST,/v2/bookings/custom-attributes/bulk-upsert,BulkUpsertBookingCustomAttributes
pc-r0971,2,square,PUT,/v2/bookings/{booking_id},UpdateBooking
pc-r0972,9,square,POST,/v2/bookings/{booking_id}/cancel,CancelBooking
pc-r0975,7,square,PUT,/v2/bookings/{booking_id}/custom-attributes/{key},UpsertBookingCustomAttribute
pc-r0976,7,square,DELETE,/v2/bookings/{booking_id}/custom-attributes/{key},DeleteBookingCustomAttribute
pc-r0980,9,square,POST,/v2/cards/{card_id}/disable,DisableCard
pc-r0984,2,square,POST,/v2/catalog/batch-delete,BatchDeleteCatalogObjects
pc-r0988,4,square,PUT,/v2/catalog/images/{image_id},UpdateCatalogImage
pc-r0993,8,square,DELETE,/v2/catalog/object/{object_id},DeleteCatalogObject
pc-r0996,1,square,POST,/v2/catalog/update-item-modifier-lists,UpdateItemModifierLists
pc-r0997,4,square,POST,/v2/catalog/update-item-taxes,UpdateItemTaxes
pc-r1004,8,square,POST,/v2/customers/bulk-delete,BulkDeleteCustomers
pc-r1006,9,square,POST,/v2/customers/bulk-update,BulkUpdateCustomers
pc-r1010,3,square,PUT,/v2/customers/custom-attribute-definitions/{key},UpdateCustomerCustomAttributeDefinition
pc-r1011,6,square,DELETE,/v2/customers/custom-attribute-definitions/{key},DeleteCustomerCustomAttributeDefinition
pc-r1012,1,square,POST,/v2/customers/custom-attributes/bulk-upsert,BulkUpsertCustomerCustomAttributes
pc-r1016,4,square,PUT,/v2/customers/groups/{group_id},UpdateCustomerGroup
