row_id,part,provider,method,path,operationId
x22-0021,5,cloudflare,POST,/accounts/{account_identifier}/custom_pages/preview_tokens,custom-pages-for-an-account-create-preview-token
x22-0022,2,cloudflare,GET,/accounts/{account_identifier}/custom_pages/{identifier},custom-pages-for-an-account-get-a-custom-page
x22-0023,5,cloudflare,PUT,/accounts/{account_identifier}/custom_pages/{identifier},custom-pages-for-an-account-update-a-custom-page
x22-0024,1,cloudflare,GET,/accounts/{account_id},accounts-account-details
x22-0025,6,cloudflare,PUT,/accounts/{account_id},accounts-update-account
x22-0026,10,cloudflare,DELETE,/accounts/{account_id},account-deletion
x22-0027,3,cloudflare,GET,/accounts/{account_id}/abuse-reports,ListAbuseReports
x22-0028,6,cloudflare,GET,/accounts/{account_id}/abuse-reports/submitted,ListSubmittedAbuseReports
x22-0029,4,cloudflare,GET,/accounts/{account_id}/abuse-reports/submitted/{report_id},GetSubmittedAbuseReport
x22-0030,10,cloudflare,GET,/accounts/{account_id}/abuse-reports/submitted/{report_id}/emails,ListSubmittedAbuseReportEmails
x22-0031,5,cloudflare,GET,/accounts/{account_id}/abuse-reports/{report_id}/appeals/eligibility,CheckAppealEligibility
x22-0032,9,cloudflare,GET,/accounts/{account_id}/abuse-reports/{report_id}/emails,ListEmails
x22-0033,10,cloudflare,GET,/accounts/{account_id}/abuse-reports/{report_id}/mitigations,ListMitigations
x22-0034,2,cloudflare,POST,/accounts/{account_id}/abuse-reports/{report_id}/mitigations/appeal,RequestReview
x22-0035,9,cloudflare,GET,/accounts/{account_id}/abuse-reports/{report_param},GetAbuseReport
x22-0036,1,cloudflare,POST,/accounts/{account_id}/abuse-reports/{report_param},SubmitAbuseReport
x22-0037,3,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/analytics/portals/{portal_id}/tool-calls/timeseries,mcp-portals-api-portal-tool-call-timeseries
x22-0038,7,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/analytics/servers/{server_id}/tool-calls/timeseries,mcp-portals-api-server-tool-call-timeseries
x22-0039,8,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/analytics/tool-calls/timeseries,mcp-portals-api-account-tool-call-timeseries
x22-0040,10,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/portals,mcp-portals-api-list-portals
x22-0041,3,cloudflare,POST,/accounts/{account_id}/access/ai-controls/mcp/portals,mcp-portals-api-create-portals
x22-0042,4,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/portals/{id},mcp-portals-api-fetch-gateways
x22-0043,7,cloudflare,PUT,/accounts/{account_id}/access/ai-controls/mcp/portals/{id},mcp-portals-api-update-portals
x22-0044,7,cloudflare,DELETE,/accounts/{account_id}/access/ai-controls/mcp/portals/{id},mcp-portals-api-delete-portals
x22-0045,4,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/portals/{portal_id}/servers/{server_id}/effective-redirect-uri,mcp-portals-api-effective-redirect-uri
x22-0046,2,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/servers,mcp-portals-api-list-servers
x22-0047,3,cloudflare,POST,/accounts/{account_id}/access/ai-controls/mcp/servers,mcp-portals-api-create-servers
x22-0048,9,cloudflare,GET,/accounts/{account_id}/access/ai-controls/mcp/servers/{id},mcp-portals-api-fetch-servers
x22-0049,4,cloudflare,PUT,/accounts/{account_id}/access/ai-controls/mcp/servers/{id},mcp-portals-api-update-servers
x22-0050,6,cloudflare,DELETE,/accounts/{account_id}/access/ai-controls/mcp/servers/{id},mcp-portals-api-delete-servers
x22-0051,4,cloudflare,POST,/accounts/{account_id}/access/ai-controls/mcp/servers/{id}/sync,mcp-portals-api-sync-server
x22-0052,1,cloudflare,GET,/accounts/{account_id}/access/apps,access-applications-list-access-applications
x22-0053,10,cloudflare,POST,/accounts/{account_id}/access/apps,access-applications-add-an-application
x22-0054,4,cloudflare,GET,/accounts/{account_id}/access/apps/ca,access-short-lived-certificate-c-as-list-short-lived-certificate-c-as
x22-0055,3,cloudflare,GET,/accounts/{account_id}/access/apps/{app_id},access-applications-get-an-access-application
x22-0056,7,cloudflare,PUT,/accounts/{account_id}/access/apps/{app_id},access-applications-update-an-access-application
x22-0057,8,cloudflare,DELETE,/accounts/{account_id}/access/apps/{app_id},access-applications-delete-an-access-application
x22-0058,6,cloudflare,GET,/accounts/{account_id}/access/apps/{app_id}/ca,access-short-lived-certificate-c-as-get-a-short-lived-certificate-ca
x22-0059,1,cloudflare,POST,/accounts/{account_id}/access/apps/{app_id}/ca,access-short-lived-certificate-c-as-create-a-short-lived-certificate-ca
x22-0060,1,cloudflare,DELETE,/accounts/{account_id}/access/apps/{app_id}/ca,access-short-lived-certificate-c-as-delete-a-short-lived-certificate-ca
x22-0061,1,cloudflare,GET,/accounts/{account_id}/access/apps/{app_id}/policies,access-policies-list-access-app-policies
x22-0062,10,cloudflare,POST,/accounts/{account_id}/access/apps/{app_id}/policies,access-policies-create-an-access-policy
x22-0063,6,cloudflare,GET,/accounts/{account_id}/access/apps/{app_id}/policies/{policy_id},access-policies-get-an-access-policy
x22-0064,6,cloudflare,PUT,/accounts/{account_id}/access/apps/{app_id}/policies/{policy_id},access-policies-update-an-access-policy
x22-0065,1,cloudflare,DELETE,/accounts/{account_id}/access/apps/{app_id}/policies/{policy_id},access-policies-delete-an-access-policy
x22-0066,7,cloudflare,PUT,/accounts/{account_id}/access/apps/{app_id}/policies/{policy_id}/make_reusable,access-policies-convert-reusable
x22-0067,6,cloudflare,POST,/accounts/{account_id}/access/apps/{app_id}/revoke_tokens,access-applications-revoke-service-tokens
x22-0068,7,cloudflare,PUT,/accounts/{account_id}/access/apps/{app_id}/settings,access-applications-put-update-access-application-settings
x22-0069,8,cloudflare,PATCH,/accounts/{account_id}/access/apps/{app_id}/settings,access-applications-patch-update-access-application-settings
x22-0070,5,cloudflare,GET,/accounts/{account_id}/access/apps/{app_id}/user_policy_checks,access-applications-test-access-policies
x22-0071,6,cloudflare,GET,/accounts/{account_id}/access/authenticator_device_aaguids,access-authenticator-device-aaguids-list
x22-0072,4,cloudflare,GET,/accounts/{account_id}/access/bookmarks,access-bookmark-applications-(-deprecated)-list-bookmark-applications
x22-0073,7,cloudflare,GET,/accounts/{account_id}/access/bookmarks/{bookmark_id},access-bookmark-applications-(-deprecated)-get-a-bookmark-application
x22-0074,5,cloudflare,POST,/accounts/{account_id}/access/bookmarks/{bookmark_id},access-bookmark-applications-(-deprecated)-create-a-bookmark-application
x22-0075,4,cloudflare,PUT,/accounts/{account_id}/access/bookmarks/{bookmark_id},access-bookmark-applications-(-deprecated)-update-a-bookmark-application
x22-0076,4,cloudflare,DELETE,/accounts/{account_id}/access/bookmarks/{bookmark_id},access-bookmark-applications-(-deprecated)-delete-a-bookmark-application
x22-0077,8,cloudflare,GET,/accounts/{account_id}/access/certificates,access-mtls-authentication-list-mtls-certificates
x22-0078,5,cloudflare,POST,/accounts/{account_id}/access/certificates,access-mtls-authentication-add-an-mtls-certificate
x22-0079,9,cloudflare,GET,/accounts/{account_id}/access/certificates/settings,access-mtls-authentication-list-mtls-certificates-hostname-settings
x22-0080,8,cloudflare,PUT,/accounts/{account_id}/access/certificates/settings,access-mtls-authentication-update-an-mtls-certificate-settings
x22-0081,5,cloudflare,GET,/accounts/{account_id}/access/certificates/{certificate_id},access-mtls-authentication-get-an-mtls-certificate
x22-0082,10,cloudflare,PUT,/accounts/{account_id}/access/certificates/{certificate_id},access-mtls-authentication-update-an-mtls-certificate
x22-0083,3,cloudflare,DELETE,/accounts/{account_id}/access/certificates/{certificate_id},access-mtls-authentication-delete-an-mtls-certificate
x22-0084,9,cloudflare,GET,/accounts/{account_id}/access/custom_pages,access-custom-pages-list-custom-pages
x22-0085,8,cloudflare,POST,/accounts/{account_id}/access/custom_pages,access-custom-pages-create-a-custom-page
x22-0086,8,cloudflare,POST,/accounts/{account_id}/access/custom_pages/validate,access-custom-pages-validate-a-custom-page-template
x22-0087,3,cloudflare,GET,/accounts/{account_id}/access/custom_pages/{custom_page_id},access-custom-pages-get-a-custom-page
x22-0088,8,cloudflare,PUT,/accounts/{account_id}/access/custom_pages/{custom_page_id},access-custom-pages-update-a-custom-page
x22-0089,7,cloudflare,DELETE,/accounts/{account_id}/access/custom_pages/{custom_page_id},access-custom-pages-delete-a-custom-page
x22-0090,9,cloudflare,GET,/accounts/{account_id}/access/gateway_ca,access-gateway-ca-list-SSH-ca
x22-0091,10,cloudflare,POST,/accounts/{account_id}/access/gateway_ca,access-gateway-ca-add-an-SSH-ca
x22-0092,10,cloudflare,DELETE,/accounts/{account_id}/access/gateway_ca/{certificate_id},access-gateway-ca-delete-an-SSH-ca
x22-0093,2,cloudflare,GET,/accounts/{account_id}/access/groups,access-groups-list-access-groups
x22-0094,8,cloudflare,POST,/accounts/{account_id}/access/groups,access-groups-create-an-access-group
x22-0095,1,cloudflare,GET,/accounts/{account_id}/access/groups/{group_id},access-groups-get-an-access-group
x22-0096,4,cloudflare,PUT,/accounts/{account_id}/access/groups/{group_id},access-groups-update-an-access-group
x22-0097,3,cloudflare,DELETE,/accounts/{account_id}/access/groups/{group_id},access-groups-delete-an-access-group
x22-0098,1,cloudflare,GET,/accounts/{account_id}/access/identity_providers,access-identity-providers-list-access-identity-providers
x22-0099,10,cloudflare,POST,/accounts/{account_id}/access/identity_providers,access-identity-providers-add-an-access-identity-provider
x22-0100,3,cloudflare,GET,/accounts/{account_id}/access/identity_providers/{identity_provider_id},access-identity-providers-get-an-access-identity-provider
x22-0101,9,cloudflare,PUT,/accounts/{account_id}/access/identity_providers/{identity_provider_id},access-identity-providers-update-an-access-identity-provider
x22-0102,4,cloudflare,DELETE,/accounts/{account_id}/access/identity_providers/{identity_provider_id},access-identity-providers-delete-an-access-identity-provider
x22-0103,10,cloudflare,POST,/accounts/{account_id}/access/identity_providers/{identity_provider_id}/saml_certificate,access-identity-providers-create-saml-certificate-for-identity-provider
x22-0104,8,cloudflare,GET,/accounts/{account_id}/access/identity_providers/{identity_provider_id}/scim/groups,access-identity-providers-list-scim-group-resources
x22-0105,1,cloudflare,GET,/accounts/{account_id}/access/identity_providers/{identity_provider_id}/scim/users,access-identity-providers-list-scim-user-resources
x22-0106,4,cloudflare,GET,/accounts/{account_id}/access/idp_federation_grants,access-idp-federation-grants-list
x22-0107,1,cloudflare,POST,/accounts/{account_id}/access/idp_federation_grants,access-idp-federation-grants-create
x22-0108,9,cloudflare,GET,/accounts/{account_id}/access/idp_federation_grants/{grant_id},access-idp-federation-grants-get
x22-0109,6,cloudflare,DELETE,/accounts/{account_id}/access/idp_federation_grants/{grant_id},access-idp-federation-grants-delete
x22-0110,4,cloudflare,GET,/accounts/{account_id}/access/keys,access-key-configuration-get-the-access-key-configuration
x22-0111,2,cloudflare,PUT,/accounts/{account_id}/access/keys,access-key-configuration-update-the-access-key-configuration
x22-0112,7,cloudflare,POST,/accounts/{account_id}/access/keys/rotate,access-key-configuration-rotate-access-keys
x22-0113,6,cloudflare,GET,/accounts/{account_id}/access/logs/access_requests,access-authentication-logs-get-access-authentication-logs
x22-0114,5,cloudflare,GET,/accounts/{account_id}/access/logs/jit_requests,access-jit-request-logs-list
x22-0115,6,cloudflare,GET,/accounts/{account_id}/access/logs/jit_requests/{knock_request_id},access-jit-request-logs-get
x22-0116,7,cloudflare,GET,/accounts/{account_id}/access/logs/scim/updates,access-scim-update-logs-list-access-scim-update-logs
x22-0117,10,cloudflare,GET,/accounts/{account_id}/access/organizations,zero-trust-organization-get-your-zero-trust-organization
x22-0118,3,cloudflare,POST,/accounts/{account_id}/access/organizations,zero-trust-organization-create-your-zero-trust-organization
x22-0119,7,cloudflare,PUT,/accounts/{account_id}/access/organizations,zero-trust-organization-update-your-zero-trust-organization
x22-0120,7,cloudflare,GET,/accounts/{account_id}/access/organizations/doh,zero-trust-organization-get-your-zero-trust-organization-doh-settings
x22-0121,4,cloudflare,PUT,/accounts/{account_id}/access/organizations/doh,zero-trust-organization-update-your-zero-trust-organization-doh-settings
x22-0122,4,cloudflare,POST,/accounts/{account_id}/access/organizations/revoke_user,zero-trust-organization-revoke-all-access-tokens-for-a-user
x22-0123,3,cloudflare,GET,/accounts/{account_id}/access/policies,access-policies-list-access-reusable-policies
x22-0124,1,cloudflare,POST,/accounts/{account_id}/access/policies,access-policies-create-an-access-reusable-policy
x22-0125,9,cloudflare,GET,/accounts/{account_id}/access/policies/{policy_id},access-policies-get-an-access-reusable-policy
x22-0126,1,cloudflare,PUT,/accounts/{account_id}/access/policies/{policy_id},access-policies-update-an-access-reusable-policy
x22-0127,3,cloudflare,DELETE,/accounts/{account_id}/access/policies/{policy_id},access-policies-delete-an-access-reusable-policy
x22-0128,6,cloudflare,POST,/accounts/{account_id}/access/policy-tests,access-policy-tests
x22-0129,4,cloudflare,GET,/accounts/{account_id}/access/policy-tests/{policy_test_id},access-policy-tests-get-an-update
x22-0130,9,cloudflare,GET,/accounts/{account_id}/access/policy-tests/{policy_test_id}/users,access-policy-tests-get-a-user-page
x22-0131,7,cloudflare,GET,/accounts/{account_id}/access/saml_certificates,access-saml-certificates-list-certificate-sets
x22-0132,4,cloudflare,GET,/accounts/{account_id}/access/saml_certificates/{saml_cert_set_id},access-saml-certificates-get-certificate-set
x22-0133,10,cloudflare,GET,/accounts/{account_id}/access/saml_certificates/{saml_cert_set_id}/pem,access-saml-certificates-get-pem
x22-0134,3,cloudflare,POST,/accounts/{account_id}/access/saml_certificates/{saml_cert_set_id}/rotate,access-saml-certificates-rotate-certificate
x22-0135,2,cloudflare,PATCH,/accounts/{account_id}/access/seats,zero-trust-seats-update-a-user-seat
x22-0136,6,cloudflare,GET,/accounts/{account_id}/access/service_tokens,access-service-tokens-list-service-tokens
x22-0137,2,cloudflare,POST,/accounts/{account_id}/access/service_tokens,access-service-tokens-create-a-service-token
x22-0138,3,cloudflare,GET,/accounts/{account_id}/access/service_tokens/{service_token_id},access-service-tokens-get-a-service-token
x22-0139,8,cloudflare,PUT,/accounts/{account_id}/access/service_tokens/{service_token_id},access-service-tokens-update-a-service-token
x22-0140,9,cloudflare,DELETE,/accounts/{account_id}/access/service_tokens/{service_token_id},access-service-tokens-delete-a-service-token
x22-0141,7,cloudflare,POST,/accounts/{account_id}/access/service_tokens/{service_token_id}/refresh,access-service-tokens-refresh-a-service-token
x22-0142,3,cloudflare,POST,/accounts/{account_id}/access/service_tokens/{service_token_id}/rotate,access-service-tokens-rotate-a-service-token
x22-0143,2,cloudflare,GET,/accounts/{account_id}/access/tags,access-tags-list-tags
x22-0144,2,cloudflare,POST,/accounts/{account_id}/access/tags,access-tags-create-tag
x22-0145,5,cloudflare,GET,/accounts/{account_id}/access/tags/{tag_name},access-tags-get-a-tag
x22-0146,6,cloudflare,PUT,/accounts/{account_id}/access/tags/{tag_name},access-tags-update-a-tag
x22-0147,10,cloudflare,DELETE,/accounts/{account_id}/access/tags/{tag_name},access-tags-delete-a-tag
x22-0148,7,cloudflare,GET,/accounts/{account_id}/access/users,zero-trust-users-get-users
x22-0149,7,cloudflare,POST,/accounts/{account_id}/access/users,zero-trust-users-create-user
x22-0150,5,cloudflare,GET,/accounts/{account_id}/access/users/{user_id},zero-trust-users-get-user
x22-0151,7,cloudflare,PUT,/accounts/{account_id}/access/users/{user_id},zero-trust-users-update-user
x22-0152,8,cloudflare,DELETE,/accounts/{account_id}/access/users/{user_id},zero-trust-users-delete-user
x22-0153,2,cloudflare,GET,/accounts/{account_id}/access/users/{user_id}/active_sessions,zero-trust-users-get-active-sessions
x22-0154,10,cloudflare,GET,/accounts/{account_id}/access/users/{user_id}/active_sessions/{nonce},zero-trust-users-get-active-session
x22-0155,8,cloudflare,GET,/accounts/{account_id}/access/users/{user_id}/failed_logins,zero-trust-users-get-failed-logins
x22-0156,1,cloudflare,GET,/accounts/{account_id}/access/users/{user_id}/last_seen_identity,zero-trust-users-get-last-seen-identity
x22-0157,5,cloudflare,DELETE,/accounts/{account_id}/access/users/{user_id}/mfa_authenticators/{authenticator_id},zero-trust-users-delete-mfa-authenticator
x22-0158,10,cloudflare,GET,/accounts/{account_id}/addressing/address_maps,ip-address-management-address-maps-list-address-maps
x22-0159,2,cloudflare,POST,/accounts/{account_id}/addressing/address_maps,ip-address-management-address-maps-create-address-map
x22-0160,2,cloudflare,GET,/accounts/{account_id}/addressing/address_maps/{address_map_id},ip-address-management-address-maps-address-map-details
x22-0161,5,cloudflare,DELETE,/accounts/{account_id}/addressing/address_maps/{address_map_id},ip-address-management-address-maps-delete-address-map
x22-0162,2,cloudflare,PATCH,/accounts/{account_id}/addressing/address_maps/{address_map_id},ip-address-management-address-maps-update-address-map
x22-0163,8,cloudflare,PUT,/accounts/{account_id}/addressing/address_maps/{address_map_id}/accounts/{member_account_id},ip-address-management-address-maps-add-an-account-membership-to-an-address-map
x22-0164,5,cloudflare,DELETE,/accounts/{account_id}/addressing/address_maps/{address_map_id}/accounts/{member_account_id},ip-address-management-address-maps-remove-an-account-membership-from-an-address-map
x22-0165,5,cloudflare,PUT,/accounts/{account_id}/addressing/address_maps/{address_map_id}/ips/{ip_address},ip-address-management-address-maps-add-an-ip-to-an-address-map
x22-0166,1,cloudflare,DELETE,/accounts/{account_id}/addressing/address_maps/{address_map_id}/ips/{ip_address},ip-address-management-address-maps-remove-an-ip-from-an-address-map
x22-0167,7,cloudflare,PUT,/accounts/{account_id}/addressing/address_maps/{address_map_id}/zones/{zone_id},ip-address-management-address-maps-add-a-zone-membership-to-an-address-map
x22-0168,4,cloudflare,DELETE,/accounts/{account_id}/addressing/address_maps/{address_map_id}/zones/{zone_id},ip-address-management-address-maps-remove-a-zone-membership-from-an-address-map
x22-0169,7,cloudflare,GET,/accounts/{account_id}/addressing/leases,ip-address-management-list-leases
x22-0170,1,cloudflare,POST,/accounts/{account_id}/addressing/loa_documents,ip-address-management-prefixes-upload-loa-document
x22-0171,5,cloudflare,GET,/accounts/{account_id}/addressing/loa_documents/{loa_document_id}/download,ip-address-management-prefixes-download-loa-document
x22-0172,5,cloudflare,GET,/accounts/{account_id}/addressing/prefixes,ip-address-management-prefixes-list-prefixes
x22-0173,2,cloudflare,POST,/accounts/{account_id}/addressing/prefixes,ip-address-management-prefixes-add-prefix
x22-0174,7,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id},ip-address-management-prefixes-prefix-details
x22-0175,10,cloudflare,DELETE,/accounts/{account_id}/addressing/prefixes/{prefix_id},ip-address-management-prefixes-delete-prefix
x22-0176,2,cloudflare,PATCH,/accounts/{account_id}/addressing/prefixes/{prefix_id},ip-address-management-prefixes-update-prefix-description
x22-0177,10,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/prefixes,ip-address-management-prefixes-list-bgp-prefixes
x22-0178,5,cloudflare,POST,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/prefixes,ip-address-management-prefixes-create-bgp-prefix
x22-0179,2,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/prefixes/{bgp_prefix_id},ip-address-management-prefixes-fetch-bgp-prefix
x22-0180,8,cloudflare,DELETE,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/prefixes/{bgp_prefix_id},ip-address-management-prefixes-delete-bgp-prefix
x22-0181,9,cloudflare,PATCH,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/prefixes/{bgp_prefix_id},ip-address-management-prefixes-update-bgp-prefix
x22-0182,4,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/status,ip-address-management-dynamic-advertisement-get-advertisement-status
x22-0183,5,cloudflare,PATCH,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bgp/status,ip-address-management-dynamic-advertisement-update-prefix-dynamic-advertisement-status
x22-0184,6,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bindings,ip-address-management-service-bindings-list-service-bindings
x22-0185,7,cloudflare,POST,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bindings,ip-address-management-service-bindings-create-service-binding
x22-0186,10,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bindings/{binding_id},ip-address-management-service-bindings-get-service-binding
x22-0187,7,cloudflare,DELETE,/accounts/{account_id}/addressing/prefixes/{prefix_id}/bindings/{binding_id},ip-address-management-service-bindings-delete-service-binding
x22-0188,1,cloudflare,GET,/accounts/{account_id}/addressing/prefixes/{prefix_id}/delegations,ip-address-management-prefix-delegation-list-prefix-delegations
x22-0189,7,cloudflare,POST,/accounts/{account_id}/addressing/prefixes/{prefix_id}/delegations,ip-address-management-prefix-delegation-create-prefix-delegation
x22-0190,10,cloudflare,DELETE,/accounts/{account_id}/addressing/prefixes/{prefix_id}/delegations/{delegation_id},ip-address-management-prefix-delegation-delete-prefix-delegation
x22-0191,1,cloudflare,POST,/accounts/{account_id}/addressing/prefixes/{prefix_id}/validate,ip-address-management-prefixes-validate-prefix
x22-0192,1,cloudflare,GET,/accounts/{account_id}/addressing/regional_hostnames/regions,dls-account-regional-hostnames-list-regions
x22-0193,10,cloudflare,GET,/accounts/{account_id}/addressing/services,ip-address-management-service-bindings-list-services
x22-0194,4,cloudflare,GET,/accounts/{account_id}/agent-memory/namespaces,agent-memory-namespace-list
x22-0195,9,cloudflare,POST,/accounts/{account_id}/agent-memory/namespaces,agent-memory-namespace-create
x22-0196,5,cloudflare,GET,/accounts/{account_id}/agent-memory/namespaces/{namespace_name},agent-memory-namespace-get
x22-0197,9,cloudflare,DELETE,/accounts/{account_id}/agent-memory/namespaces/{namespace_name},agent-memory-namespace-delete
x22-0198,7,cloudflare,GET,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles,agent-memory-profile-list
x22-0199,1,cloudflare,DELETE,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name},agent-memory-profile-delete
x22-0200,10,cloudflare,POST,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/ingest,agent-memory-ingest
x22-0201,1,cloudflare,GET,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/memories,agent-memory-memory-list
x22-0202,8,cloudflare,GET,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/memories/{memory_id},agent-memory-memory-get
x22-0203,5,cloudflare,DELETE,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/memories/{memory_id},agent-memory-memory-delete
x22-0204,4,cloudflare,POST,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/recall,agent-memory-recall
x22-0205,1,cloudflare,POST,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/remember,agent-memory-remember
x22-0206,4,cloudflare,DELETE,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/sessions/{session_id},agent-memory-session-delete
x22-0207,9,cloudflare,POST,/accounts/{account_id}/agent-memory/namespaces/{namespace_name}/profiles/{profile_name}/summary,agent-memory-summary
x22-0208,8,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/credit-balance,aig-billing-get-credit-balance
x22-0209,2,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/invoice-history,aig-billing-get-invoice-history
x22-0210,8,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/invoice-preview,aig-billing-get-invoice-preview
x22-0211,1,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/spending-limit,aig-billing-get-spending-limit
x22-0212,3,cloudflare,POST,/accounts/{account_id}/ai-gateway/billing/spending-limit,aig-billing-set-spending-limit
x22-0213,6,cloudflare,DELETE,/accounts/{account_id}/ai-gateway/billing/spending-limit,aig-billing-delete-spending-limit
x22-0214,4,cloudflare,POST,/accounts/{account_id}/ai-gateway/billing/topup,aig-billing-create-topup
x22-0215,9,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/topup/config,aig-billing-get-topup-config
x22-0216,7,cloudflare,POST,/accounts/{account_id}/ai-gateway/billing/topup/config,aig-billing-set-topup-config
x22-0217,8,cloudflare,DELETE,/accounts/{account_id}/ai-gateway/billing/topup/config,aig-billing-delete-topup-config
x22-0218,7,cloudflare,POST,/accounts/{account_id}/ai-gateway/billing/topup/eligibility,aig-billing-topup-eligibility
x22-0219,3,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/topup/limits,aig-billing-get-topup-limits
x22-0220,9,cloudflare,POST,/accounts/{account_id}/ai-gateway/billing/topup/status,aig-billing-check-topup-status
x22-0221,6,cloudflare,GET,/accounts/{account_id}/ai-gateway/billing/usage-history,aig-billing-get-usage-history
x22-0222,7,cloudflare,GET,/accounts/{account_id}/ai-gateway/custom-providers,aig-config-list-account-provider
x22-0223,8,cloudflare,POST,/accounts/{account_id}/ai-gateway/custom-providers,aig-config-create-account-provider
x22-0224,2,cloudflare,GET,/accounts/{account_id}/ai-gateway/custom-providers/costs,aig-config-list-account-provider-cost
x22-0225,2,cloudflare,POST,/accounts/{account_id}/ai-gateway/custom-providers/costs,aig-config-create-account-provider-cost
x22-0226,2,cloudflare,GET,/accounts/{account_id}/ai-gateway/custom-providers/costs/{id},aig-config-fetch-account-provider-cost
x22-0227,1,cloudflare,DELETE,/accounts/{account_id}/ai-gateway/custom-providers/costs/{id},aig-config-delete-account-provider-cost
x22-0228,6,cloudflare,PATCH,/accounts/{account_id}/ai-gateway/custom-providers/costs/{id},aig-config-update-account-provider-cost
x22-0229,2,cloudflare,GET,/accounts/{account_id}/ai-gateway/custom-providers/{id},aig-config-fetch-account-provider
